(u'duolingo.com', 'duolingo.co.nz.', 'duolingo.co.nz', 'wrongTLD', '184.72.124.184')
(u'duolingo.com', 'dolingo.de.', 'dolingo.de', u'typo', '91.195.241.71')
(u'duolingo.com', 'duolingo.ca.', 'duolingo.ca', 'wrongTLD', '185.53.178.8')
(u'duolingo.com', 'duolinga.com.', 'duolinga.com', u'homo', '141.8.224.183')
(u'duolingo.com', 'duplingo.com.', 'duplingo.com', u'typo', '185.53.178.8')
(u'duolingo.com', 'duolingo.org.', 'duolingo.org', 'wrongTLD', '184.72.124.184')
(u'duolingo.com', 'duolimgo.com.', 'duolimgo.com', u'homo', '54.72.9.51')
(u'duolingo.com', 'duolingo.net.', 'duolingo.net', 'wrongTLD', '184.72.124.184')
(u'duolingo.com', 'duolango.com.', 'duolango.com', u'homo', '54.72.9.51')
(u'duolingo.com', 'duoilngo.com.', 'duoilngo.com', u'typo', '69.64.147.242')
(u'duolingo.com', 'duolingo.top.', 'duolingo.top', 'wrongTLD', '47.89.58.141')
(u'duolingo.com', 'duolinog.com.', 'duolinog.com', u'typo', '103.224.212.223')
(u'duolingo.com', 'duuolingo.com.', 'duuolingo.com', u'typo', '199.59.242.150')
(u'duolingo.com', 'duolingo.ch.', 'duolingo.ch', 'wrongTLD', '199.59.243.120')
(u'duolingo.com', 'doulingo.com.', 'doulingo.com', u'typo', '141.8.224.183')
(u'duolingo.com', 'duolinngo.com.', 'duolinngo.com', u'typo', '185.53.179.7')
(u'duolingo.com', 'duolingo.io.', 'duolingo.io', 'wrongTLD', '217.70.184.38')
(u'duolingo.com', 'diolingo.com.', 'diolingo.com', u'homo', '185.53.179.6')
(u'duolingo.com', 'duolingou.com.', 'duolingou.com', u'typo', '185.53.178.6')
(u'duolingo.com', 'doulingo.pl.', 'doulingo.pl', u'typo', '207.244.67.138')
(u'duolingo.com', 'duoliingo.com.', 'duoliingo.com', u'typo', '185.53.178.8')
(u'duolingo.com', 'duolungo.com.', 'duolungo.com', u'homo', '185.53.178.8')
(u'duolingo.com', 'duoloingo.com.', 'duoloingo.com', u'typo', '185.53.179.6')
(u'duolingo.com', 'duoling.de.', 'duoling.de', u'typo', '185.53.178.6')
(u'duolingo.com', 'duomingo.com.', 'duomingo.com', u'bits', '74.208.236.226')
(u'duolingo.com', 'doolingo.com.', 'doolingo.com', u'homo', '5.79.68.108')
(u'duolingo.com', 'duolingo.pl.', 'duolingo.pl', 'wrongTLD', '212.91.7.33')
