(u'citizensbank.com', 'citizendsbank.ws.', 'citizendsbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'ctiizensbank.com.', 'ctiizensbank.com', u'typo', '149.202.120.34')
(u'citizensbank.com', 'citizensvank.com.', 'citizensvank.com', u'typo', '185.53.178.6')
(u'citizensbank.com', 'citizensebank.com.', 'citizensebank.com', u'typo', '209.180.181.214')
(u'citizensbank.com', 'cjtizensbank.ws.', 'cjtizensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizernsbank.com.', 'citizernsbank.com', u'typo', '198.50.233.227')
(u'citizensbank.com', 'citizensbaank.com.', 'citizensbaank.com', u'typo', '208.73.210.202')
(u'citizensbank.com', 'citizensbanc.com.', 'citizensbanc.com', u'bits', '141.8.224.93')
(u'citizensbank.com', 'citizensbark.com.', 'citizensbark.com', u'homo', '173.205.127.123')
(u'citizensbank.com', 'citizensnbank.com.', 'citizensnbank.com', u'typo', '192.64.147.232')
(u'citizensbank.com', 'citizensbankd.ws.', 'citizensbankd.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizensbznk.ws.', 'citizensbznk.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citiensbank.com.', 'citiensbank.com', u'typo', '51.254.28.160')
(u'citizensbank.com', 'citizensebank.name.', 'citizensebank.name', u'typo', '208.91.197.27')
(u'citizensbank.com', 'citizenesbank.com.', 'citizenesbank.com', u'typo', '103.224.182.214')
(u'citizensbank.com', 'citizrnsbank.com.', 'citizrnsbank.com', u'typo', '162.210.196.166')
(u'citizensbank.com', 'citizensbannk.ws.', 'citizensbannk.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizenabank.com.', 'citizenabank.com', u'typo', '103.224.182.210')
(u'citizensbank.com', 'cuitizensbank.ws.', 'cuitizensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'cxitizensbank.ws.', 'cxitizensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizrnsbank.com.', 'citizrnsbank.com', u'typo', '199.115.116.216')
(u'citizensbank.com', 'ctiizensbank.ws.', 'ctiizensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizensbasnk.com.', 'citizensbasnk.com', u'typo', '103.224.182.243')
(u'citizensbank.com', 'citieznsbank.com.', 'citieznsbank.com', u'typo', '172.107.11.86')
(u'citizensbank.com', 'citizesnbank.com.', 'citizesnbank.com', u'typo', '103.224.182.252')
(u'citizensbank.com', 'citizenbank.com.', 'citizenbank.com', u'typo', '74.200.58.45')
(u'citizensbank.com', 'ccitizensbank.com.', 'ccitizensbank.com', u'typo', '199.115.116.216')
(u'citizensbank.com', 'citizensbak.com.', 'citizensbak.com', u'typo', '162.210.196.167')
(u'citizensbank.com', 'cit5izensbank.ws.', 'cit5izensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizrnsbank.com.', 'citizrnsbank.com', u'typo', '81.171.22.4')
(u'citizensbank.com', 'ciitzensbank.com.', 'ciitzensbank.com', u'typo', '199.59.242.150')
(u'citizensbank.com', 'citizensbak.com.', 'citizensbak.com', u'typo', '162.210.196.168')
(u'citizensbank.com', 'citizenbank.fr.', 'citizenbank.fr', u'typo', '185.26.105.244')
(u'citizensbank.com', 'citizensbano.ws.', 'citizensbano.ws', u'bits', '64.70.19.203')
(u'citizensbank.com', 'citizensbsnk.com.', 'citizensbsnk.com', u'typo', '198.50.233.229')
(u'citizensbank.com', 'ciotizensbank.ws.', 'ciotizensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'ciitzensbank.ws.', 'ciitzensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizensbank.net.', 'citizensbank.net', 'wrongTLD', '66.55.106.96')
(u'citizensbank.com', 'citizemsbank.com.', 'citizemsbank.com', u'homo', '208.73.211.165')
(u'citizensbank.com', 'citizens-bank.net.', 'citizens-bank.net', u'typo', '63.241.146.112')
(u'citizensbank.com', 'citizensebank.ws.', 'citizensebank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'ctiizensbank.com.', 'ctiizensbank.com', u'typo', '149.202.120.45')
(u'citizensbank.com', 'citkizensbank.ws.', 'citkizensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizensbak.com.', 'citizensbak.com', u'typo', '81.171.22.4')
(u'citizensbank.com', 'citizensank.com.', 'citizensank.com', u'typo', '69.172.201.153')
(u'citizensbank.com', 'citizernsbank.com.', 'citizernsbank.com', u'typo', '198.50.233.233')
(u'citizensbank.com', 'citizensbak.com.', 'citizensbak.com', u'typo', '81.171.22.5')
(u'citizensbank.com', 'citizensbak.com.', 'citizensbak.com', u'typo', '81.171.22.7')
(u'citizensbank.com', 'citizenshank.com.', 'citizenshank.com', u'typo', '141.8.224.169')
(u'citizensbank.com', 'cit9zensbank.ws.', 'cit9zensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizensban.com.', 'citizensban.com', u'typo', '192.64.147.163')
(u'citizensbank.com', 'citizenbank.online.', 'citizenbank.online', u'typo', '199.59.242.150')
(u'citizensbank.com', 'citisensbank.com.', 'citisensbank.com', u'typo', '23.253.58.227')
(u'citizensbank.com', 'citizens-bank.org.', 'citizens-bank.org', u'typo', '147.202.127.143')
(u'citizensbank.com', 'citiznesbank.ws.', 'citiznesbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'ciyizensbank.com.', 'ciyizensbank.com', u'typo', '162.210.196.167')
(u'citizensbank.com', 'citazensbank.com.', 'citazensbank.com', u'homo', '208.91.196.152')
(u'citizensbank.com', 'citizensbankg.ws.', 'citizensbankg.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizinsbank.ws.', 'citizinsbank.ws', u'homo', '64.70.19.203')
(u'citizensbank.com', 'cititensbank.com.', 'cititensbank.com', u'typo', '216.157.88.24')
(u'citizensbank.com', 'citizensbaank.com.', 'citizensbaank.com', u'typo', '208.73.210.217')
(u'citizensbank.com', 'cititensbank.com.', 'cititensbank.com', u'typo', '216.157.88.25')
(u'citizensbank.com', 'citisensbank.com.', 'citisensbank.com', u'typo', '176.34.241.253')
(u'citizensbank.com', 'citizenbank.business.', 'citizenbank.business', u'typo', '199.59.242.150')
(u'citizensbank.com', 'citizensbbank.com.', 'citizensbbank.com', u'typo', '185.53.178.7')
(u'citizensbank.com', 'citizenbank.info.', 'citizenbank.info', u'typo', '54.247.92.186')
(u'citizensbank.com', 'ctizensbank.com.', 'ctizensbank.com', u'typo', '216.104.165.74')
(u'citizensbank.com', 'cjtizensbank.com.', 'cjtizensbank.com', u'typo', '69.162.80.54')
(u'citizensbank.com', 'citizensbsnk.com.', 'citizensbsnk.com', u'typo', '85.159.233.35')
(u'citizensbank.com', 'citizenbank.info.', 'citizenbank.info', u'typo', '46.51.179.61')
(u'citizensbank.com', 'itizensbank.com.', 'itizensbank.com', u'typo', '37.48.65.145')
(u'citizensbank.com', 'citizensbankl.com.', 'citizensbankl.com', u'typo', '103.224.182.245')
(u'citizensbank.com', 'ciyizensbank.com.', 'ciyizensbank.com', u'typo', '81.171.22.5')
(u'citizensbank.com', 'ciyizensbank.com.', 'ciyizensbank.com', u'typo', '81.171.22.6')
(u'citizensbank.com', 'citizensbakn.com.', 'citizensbakn.com', u'typo', '185.53.178.9')
(u'citizensbank.com', 'cvitizensbank.ws.', 'cvitizensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizensbnk.com.', 'citizensbnk.com', u'typo', '103.224.182.252')
(u'citizensbank.com', 'citizenswbank.com.', 'citizenswbank.com', u'typo', '50.63.202.58')
(u'citizensbank.com', 'citizensbank.eu.', 'citizensbank.eu', 'wrongTLD', '212.227.255.128')
(u'citizensbank.com', 'cjtizensbank.com.', 'cjtizensbank.com', u'typo', '69.162.80.59')
(u'citizensbank.com', 'citizensbank.in.', 'citizensbank.in', 'wrongTLD', '104.238.71.250')
(u'citizensbank.com', 'citizensbannk.com.', 'citizensbannk.com', u'typo', '185.53.178.6')
(u'citizensbank.com', 'citizensbabnk.com.', 'citizensbabnk.com', u'typo', '216.157.88.27')
(u'citizensbank.com', 'ci8tizensbank.ws.', 'ci8tizensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizernsbank.com.', 'citizernsbank.com', u'typo', '85.159.233.40')
(u'citizensbank.com', 'citizenwsbank.ws.', 'citizenwsbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizernsbank.com.', 'citizernsbank.com', u'typo', '85.159.233.41')
(u'citizensbank.com', 'citizzensbank.com.', 'citizzensbank.com', u'typo', '51.254.28.160')
(u'citizensbank.com', 'cituzensbank.com.', 'cituzensbank.com', u'homo', '185.53.178.6')
(u'citizensbank.com', 'ciftizensbank.ws.', 'ciftizensbank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citizebsbank.com.', 'citizebsbank.com', u'typo', '103.224.212.226')
(u'citizensbank.com', 'citizensbznk.com.', 'citizensbznk.com', u'typo', '103.224.182.252')
(u'citizensbank.com', 'citizendbank.com.', 'citizendbank.com', u'typo', '208.73.211.165')
(u'citizensbank.com', 'citizemsbank.com.', 'citizemsbank.com', u'homo', '208.73.211.177')
(u'citizensbank.com', 'ctizensbank.com.', 'ctizensbank.com', u'typo', '216.104.165.14')
(u'citizensbank.com', 'citizensank.ws.', 'citizensank.ws', u'typo', '64.70.19.203')
(u'citizensbank.com', 'citiaensbank.com.', 'citiaensbank.com', u'typo', '51.254.28.160')
(u'citizensbank.com', 'citizinsbank.com.', 'citizinsbank.com', u'homo', '51.254.28.160')
(u'citizensbank.com', 'citizens-bank.com.', 'citizens-bank.com', u'typo', '34.192.127.28')
(u'citizensbank.com', 'citiaensbank.com.', 'citiaensbank.com', u'typo', '51.254.28.162')
(u'citizensbank.com', 'citizinsbank.com.', 'citizinsbank.com', u'homo', '51.254.28.162')
(u'citizensbank.com', 'cotizensbank.com.', 'cotizensbank.com', u'homo', '103.224.182.214')
