(u'tripadvisor.com', 'trippadvisor.info.', 'trippadvisor.info', u'typo', '166.88.19.221')
(u'tripadvisor.com', 'tripadvisor-manager.com.', 'tripadvisor-manager.com', 'combo', '184.168.221.62')
(u'tripadvisor.com', 'tr9padvisor.com.', 'tr9padvisor.com', u'typo', '52.52.64.247')
(u'tripadvisor.com', 'tripadvisor.sucks.', 'tripadvisor.sucks', 'wrongTLD', '165.160.15.20')
(u'tripadvisor.com', 'tripadvisor.nu.', 'tripadvisor.nu', 'wrongTLD', '192.254.236.12')
(u'tripadvisor.com', 'ripadvisor.com.', 'ripadvisor.com', u'typo', '103.224.182.246')
(u'tripadvisor.com', 'triladvisor.com.', 'triladvisor.com', u'typo', '52.52.18.176')
(u'tripadvisor.com', 'tr8padvisor.com.', 'tr8padvisor.com', u'typo', '52.52.18.176')
(u'tripadvisor.com', 'tripadcvisor.com.', 'tripadcvisor.com', u'typo', '52.52.18.176')
(u'tripadvisor.com', 'tripavdisor.it.', 'tripavdisor.it', u'typo', '62.149.128.151')
(u'tripadvisor.com', 'tripadvisod.ws.', 'tripadvisod.ws', u'typo', '64.70.19.203')
(u'tripadvisor.com', 'tripadviser.tw.', 'tripadviser.tw', u'homo', '165.160.13.20')
(u'tripadvisor.com', 't5ripadvisor.com.ph.', 't5ripadvisor.com.ph', u'typo', '45.79.222.138')
(u'tripadvisor.com', 'tripadvisor.cu.', 'tripadvisor.cu', 'wrongTLD', '165.160.15.20')
(u'tripadvisor.com', 'tripavdisor.it.', 'tripavdisor.it', u'typo', '62.149.128.154')
(u'tripadvisor.com', 'developer-tripadvisor.com.', 'developer-tripadvisor.com', 'combo', '54.243.200.233')
(u'tripadvisor.com', 'tripatvisor.com.', 'tripatvisor.com', u'bits', '52.52.18.176')
(u'tripadvisor.com', 'tripdvisor.it.', 'tripdvisor.it', u'typo', '185.53.178.8')
(u'tripadvisor.com', 'tripadviror.com.', 'tripadviror.com', u'bits', '69.162.80.60')
(u'tripadvisor.com', 'tripydvisor.com.', 'tripydvisor.com', u'typo', '52.52.18.176')
(u'tripadvisor.com', 'tripaedvisor.com.', 'tripaedvisor.com', u'typo', '52.52.64.247')
(u'tripadvisor.com', 'tripadvisokr.com.', 'tripadvisokr.com', u'typo', '52.86.163.26')
(u'tripadvisor.com', 'tripadvisori.com.', 'tripadvisori.com', u'typo', '52.86.163.26')
(u'tripadvisor.com', 'tripadvisore.ws.', 'tripadvisore.ws', u'typo', '64.70.19.203')
(u'tripadvisor.com', 'tripadvisoe.de.', 'tripadvisoe.de', u'typo', '185.53.179.6')
(u'tripadvisor.com', 'tripasvisor.ws.', 'tripasvisor.ws', u'typo', '64.70.19.203')
(u'tripadvisor.com', 'tripadviser.hu.', 'tripadviser.hu', u'homo', '165.160.15.20')
(u'tripadvisor.com', 'treipadvisor.com.', 'treipadvisor.com', u'typo', '103.224.182.243')
(u'tripadvisor.com', 'football-tripadvisor.com.', 'football-tripadvisor.com', 'combo', '217.160.233.103')
(u'tripadvisor.com', 'tripadvvisor.com.', 'tripadvvisor.com', u'typo', '72.52.4.119')
(u'tripadvisor.com', 'tripadvksor.com.', 'tripadvksor.com', u'bits', '23.22.216.234')
(u'tripadvisor.com', 'tripadvisort.co.uk.', 'tripadvisort.co.uk', u'typo', '165.160.13.20')
