(u'walmart.com', 'walmart-brasil1.com.', 'walmart-brasil1.com', 'combo', '209.99.40.222')
(u'walmart.com', 'walmart.hn.', 'walmart.hn', 'wrongTLD', '165.160.15.20')
(u'walmart.com', 'walmart-eyedocs-lasvegas.com.', 'walmart-eyedocs-lasvegas.com', 'combo', '104.130.170.243')
(u'walmart.com', 'walmarg.com.', 'walmarg.com', u'typo', '103.224.182.251')
(u'walmart.com', 'wallart.net.', 'wallart.net', u'bits', '176.74.176.187')
(u'walmart.com', 'interview-walmart.com.', 'interview-walmart.com', 'combo', '72.52.10.14')
(u'walmart.com', 'ofertas--walmart.com.', 'ofertas--walmart.com', 'combo', '74.119.239.234')
(u'walmart.com', 'walmart.com.bo.', 'walmart.com.bo', 'wrongTLD', '72.52.10.14')
(u'walmart.com', 'walmart-brasil1.com.', 'walmart-brasil1.com', 'combo', '209.99.40.223')
(u'walmart.com', 'wal-mart.com.br.', 'wal-mart.com.br', u'typo', '204.74.99.100')
(u'walmart.com', 'walamrt.ca.', 'walamrt.ca', u'typo', '85.159.233.35')
(u'walmart.com', 'walmart-sucks.jp.', 'walmart-sucks.jp', 'combo', '72.52.10.14')
(u'walmart.com', 'wallart.org.in.', 'wallart.org.in', u'bits', '192.185.73.93')
(u'walmart.com', 'wa1mart.com.', 'wa1mart.com', u'homo', '161.170.236.210')
(u'walmart.com', 'the-walmart-opportunity.com.', 'the-walmart-opportunity.com', 'combo', '72.52.10.14')
(u'walmart.com', 'cellairisocoeewalmart-hub.com.', 'cellairisocoeewalmart-hub.com', 'combo', '184.168.221.24')
(u'walmart.com', 'vstore-walmart.com.', 'vstore-walmart.com', 'combo', '50.63.202.44')
(u'walmart.com', 'waqlmart.com.', 'waqlmart.com', u'typo', '199.59.242.150')
(u'walmart.com', 'walmart-sixty-percent.com.', 'walmart-sixty-percent.com', 'combo', '72.52.10.14')
(u'walmart.com', 'walmart-discrimination.com.', 'walmart-discrimination.com', 'combo', '50.63.202.42')
(u'walmart.com', 'almart.info.', 'almart.info', u'typo', '185.2.4.79')
(u'walmart.com', 'phony-walmart.com.', 'phony-walmart.com', 'combo', '72.52.10.14')
(u'walmart.com', 'walmart-ecommerce.com.', 'walmart-ecommerce.com', 'combo', '216.185.144.185')
(u'walmart.com', 'walmart.cz.', 'walmart.cz', 'wrongTLD', '81.95.98.131')
(u'walmart.com', 'walmart-mystery.org.', 'walmart-mystery.org', 'combo', '72.52.10.14')
(u'walmart.com', 'walmart.mn.', 'walmart.mn', 'wrongTLD', '165.160.13.20')
(u'walmart.com', 'walmart-accessories.com.', 'walmart-accessories.com', 'combo', '50.63.202.44')
(u'walmart.com', 'walmart-employment-discrimination-lawyer.com.', 'walmart-employment-discrimination-lawyer.com', 'combo', '50.63.202.60')
(u'walmart.com', 'ofertas-esquenta-blackfriday-walmart.com.', 'ofertas-esquenta-blackfriday-walmart.com', 'combo', '74.119.239.234')
(u'walmart.com', 'walmart.lv.', 'walmart.lv', 'wrongTLD', '165.160.15.20')
(u'walmart.com', 'tadalafil-walmart.com.', 'tadalafil-walmart.com', 'combo', '45.33.9.234')
(u'walmart.com', 'walmart-supercenter.ca.', 'walmart-supercenter.ca', 'combo', '72.52.10.14')
(u'walmart.com', 'super-walmart.de.', 'super-walmart.de', 'combo', '72.52.10.14')
(u'walmart.com', 'wallart.photos.', 'wallart.photos', u'bits', '209.237.150.20')
(u'walmart.com', 'rewards-center-walmart.website.', 'rewards-center-walmart.website', 'combo', '198.54.117.212')
(u'walmart.com', 'walmart.cg.', 'walmart.cg', 'wrongTLD', '165.160.13.20')
(u'walmart.com', 'wal-mart.com.ph.', 'wal-mart.com.ph', u'typo', '165.160.15.20')
(u'walmart.com', 'walmart.com.es.', 'walmart.com.es', 'wrongTLD', '216.87.148.114')
(u'walmart.com', 'walmart-id.com.', 'walmart-id.com', 'combo', '184.168.221.62')
(u'walmart.com', 'wallart.com.cn.', 'wallart.com.cn', u'bits', '128.1.204.104')
(u'walmart.com', 'walmart.pt.', 'walmart.pt', 'wrongTLD', '161.170.244.20')
(u'walmart.com', 'clube-walmart.com.', 'clube-walmart.com', 'combo', '150.95.141.5')
(u'walmart.com', 'walmrt.ca.', 'walmrt.ca', u'typo', '198.50.233.231')
(u'walmart.com', 'wallmart.com.co.', 'wallmart.com.co', u'typo', '216.239.32.21')
(u'walmart.com', 'walmart-app-ofertas.com.', 'walmart-app-ofertas.com', 'combo', '187.17.111.47')
(u'walmart.com', 'almart.it.', 'almart.it', u'typo', '62.149.128.151')
(u'walmart.com', 'walmart-sucks.co.uk.', 'walmart-sucks.co.uk', 'combo', '72.52.10.14')
(u'walmart.com', 'true-walmart.org.', 'true-walmart.org', 'combo', '72.52.10.14')
(u'walmart.com', 'real-walmart.org.', 'real-walmart.org', 'combo', '72.52.10.14')
(u'walmart.com', 'vvalmart.org.', 'vvalmart.org', u'homo', '104.197.104.56')
(u'walmart.com', 'walmart-lied.org.', 'walmart-lied.org', 'combo', '72.52.10.14')
(u'walmart.com', 'feira-ode-black-friday-walmart-brasil.com.', 'feira-ode-black-friday-walmart-brasil.com', 'combo', '192.185.128.141')
(u'walmart.com', 'kirkmanwalmart-hub.com.', 'kirkmanwalmart-hub.com', 'combo', '50.63.202.18')
(u'walmart.com', 'wallart.gr.', 'wallart.gr', u'bits', '144.208.75.216')
(u'walmart.com', 'walmart-supplier.net.', 'walmart-supplier.net', 'combo', '158.85.166.183')
(u'walmart.com', 'walmart-vendor.com.', 'walmart-vendor.com', 'combo', '173.237.136.240')
(u'walmart.com', 'walmart-store.info.', 'walmart-store.info', 'combo', '203.27.227.220')
(u'walmart.com', 'request-walmart-visa.win.', 'request-walmart-visa.win', 'combo', '127.0.0.1')
(u'walmart.com', 'oferta-refrigeradores-walmart.com.', 'oferta-refrigeradores-walmart.com', 'combo', '74.119.239.234')
(u'walmart.com', 'not-walmart.com.', 'not-walmart.com', 'combo', '208.91.197.27')
(u'walmart.com', 'walmert.ca.', 'walmert.ca', u'homo', '199.59.242.150')
(u'walmart.com', 'walamrt.ca.', 'walamrt.ca', u'typo', '198.50.233.237')
