(u'groupon.com', 'groupion.de.', 'groupion.de', u'typo', '165.160.15.20')
(u'groupon.com', 'gruupon.org.', 'gruupon.org', u'homo', '216.250.121.61')
(u'groupon.com', 'groupon.co.om.', 'groupon.co.om', 'wrongTLD', '165.160.13.20')
(u'groupon.com', 'grouponb.com.', 'grouponb.com', u'typo', '165.160.15.20')
(u'groupon.com', 'grouypon.com.', 'grouypon.com', u'typo', '165.160.15.20')
(u'groupon.com', 'groupo9n.com.', 'groupo9n.com', u'typo', '50.115.210.84')
(u'groupon.com', 'groupun.it.', 'groupun.it', u'homo', '149.56.126.237')
(u'groupon.com', 'vroupon.pl.', 'vroupon.pl', u'typo', '188.128.255.251')
(u'groupon.com', 'groupon-australia.net.', 'groupon-australia.net', 'combo', '158.69.143.111')
(u'groupon.com', 'groupoln.com.', 'groupoln.com', u'typo', '165.160.15.20')
(u'groupon.com', 'groupone.mortgage.', 'groupone.mortgage', u'typo', '74.208.215.141')
(u'groupon.com', 'gruupon.net.', 'gruupon.net', u'homo', '216.250.121.61')
(u'groupon.com', 'gdroupon.com.', 'gdroupon.com', u'typo', '165.160.13.20')
(u'groupon.com', 'groupn.net.au.', 'groupn.net.au', u'typo', '118.127.48.124')
(u'groupon.com', 'grohpon.com.', 'grohpon.com', u'typo', '80.92.65.144')
(u'groupon.com', 'groupon.ge.', 'groupon.ge', 'wrongTLD', '213.157.205.208')
(u'groupon.com', 'groujpon.com.', 'groujpon.com', u'typo', '50.115.210.84')
(u'groupon.com', 'reserve-groupon.com.', 'reserve-groupon.com', 'combo', '165.160.15.20')
(u'groupon.com', 'groupon.qpon.', 'groupon.qpon', 'wrongTLD', '165.160.15.20')
(u'groupon.com', 'groupin.net.', 'groupin.net', u'homo', '209.99.64.18')
(u'groupon.com', 'roupon.net.', 'roupon.net', u'typo', '165.160.15.20')
(u'groupon.com', 'groypon.pl.', 'groypon.pl', u'typo', '212.91.7.33')
(u'groupon.com', 'groupon.reviews.', 'groupon.reviews', 'wrongTLD', '165.160.15.20')
(u'groupon.com', 'grouzpon.com.', 'grouzpon.com', u'typo', '165.160.15.20')
(u'groupon.com', 'grupon.ca.', 'grupon.ca', u'typo', '199.59.242.150')
(u'groupon.com', 'groupon.rocks.', 'groupon.rocks', 'wrongTLD', '165.160.15.20')
(u'groupon.com', 'groopon.com.br.', 'groopon.com.br', u'homo', '74.125.137.121')
(u'groupon.com', 'groupoon.es.', 'groupoon.es', u'typo', '213.186.33.5')
(u'groupon.com', 'broupon.de.', 'broupon.de', u'typo', '213.186.33.5')
(u'groupon.com', 'groupo.org.', 'groupo.org', u'typo', '50.63.202.45')
(u'groupon.com', 'groupons.com.au.', 'groupons.com.au', u'typo', '184.175.125.117')
(u'groupon.com', 'gtroupon.com.', 'gtroupon.com', u'typo', '23.215.104.203')
(u'groupon.com', 'griupon.de.', 'griupon.de', u'homo', '85.17.10.131')
(u'groupon.com', 'groupon-deal.ph.', 'groupon-deal.ph', 'combo', '45.79.222.138')
(u'groupon.com', 'groepon.com.', 'groepon.com', u'homo', '212.91.7.33')
(u'groupon.com', 'groupons.de.', 'groupons.de', u'typo', '54.72.9.51')
(u'groupon.com', 'groupon.dk.', 'groupon.dk', 'wrongTLD', '50.115.217.112')
