(u'collegeboard.org', 'collegeeboard.org.', 'collegeeboard.org', u'typo', '185.53.179.8')
(u'collegeboard.org', 'collageboard.org.', 'collageboard.org', u'homo', '69.172.201.153')
(u'collegeboard.org', 'colloegeboard.org.', 'colloegeboard.org', u'typo', '54.72.11.253')
(u'collegeboard.org', 'colleegeboard.org.', 'colleegeboard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegebooard.com.', 'collegebooard.com', u'typo', '98.124.245.24')
(u'collegeboard.org', 'collageboard.com.', 'collageboard.com', u'homo', '69.172.201.153')
(u'collegeboard.org', 'collegedoard.com.', 'collegedoard.com', u'homo', '173.239.2.182')
(u'collegeboard.org', 'collrgeboard.com.', 'collrgeboard.com', u'typo', '208.91.196.152')
(u'collegeboard.org', 'colklegeboard.org.', 'colklegeboard.org', u'typo', '185.53.178.7')
(u'collegeboard.org', 'collegenoard.org.', 'collegenoard.org', u'typo', '162.210.196.166')
(u'collegeboard.org', 'collegteboard.org.', 'collegteboard.org', u'typo', '185.53.179.6')
(u'collegeboard.org', 'collegerboard.com.', 'collegerboard.com', u'typo', '103.224.212.222')
(u'collegeboard.org', 'collegeboared.org.', 'collegeboared.org', u'typo', '37.48.65.136')
(u'collegeboard.org', 'collegeboared.com.', 'collegeboared.com', u'typo', '69.162.80.52')
(u'collegeboard.org', 'collegeboadr.org.', 'collegeboadr.org', u'typo', '185.53.178.8')
(u'collegeboard.org', 'collegebard.com.', 'collegebard.com', u'typo', '5.79.68.107')
(u'collegeboard.org', 'collegeboared.com.', 'collegeboared.com', u'typo', '69.162.80.54')
(u'collegeboard.org', 'collegeoard.org.', 'collegeoard.org', u'typo', '199.191.50.73')
(u'collegeboard.org', 'collegebard.com.', 'collegebard.com', u'typo', '5.79.68.108')
(u'collegeboard.org', 'collegebourd.com.', 'collegebourd.com', u'homo', '95.211.219.65')
(u'collegeboard.org', 'collegeboared.org.', 'collegeboared.org', u'typo', '216.157.88.21')
(u'collegeboard.org', 'collegeboard.co.uk.', 'collegeboard.co.uk', 'wrongTLD', '69.172.201.153')
(u'collegeboard.org', 'collegebard.com.', 'collegebard.com', u'typo', '5.79.68.109')
(u'collegeboard.org', 'collegeboared.com.', 'collegeboared.com', u'typo', '69.162.80.56')
(u'collegeboard.org', 'collegebourd.com.', 'collegebourd.com', u'homo', '95.211.219.66')
(u'collegeboard.org', 'collegebboard.com.', 'collegebboard.com', u'typo', '95.211.219.65')
(u'collegeboard.org', 'collegeboared.org.', 'collegeboared.org', u'typo', '216.157.88.24')
(u'collegeboard.org', 'collegeboared.org.', 'collegeboared.org', u'typo', '216.157.88.25')
(u'collegeboard.org', 'collegebaord.org.', 'collegebaord.org', u'typo', '158.69.143.111')
(u'collegeboard.org', 'connection-collegeboard.org.', 'connection-collegeboard.org', 'combo', '217.19.248.132')
(u'collegeboard.org', 'collegeboard.xxx.', 'collegeboard.xxx', 'wrongTLD', '199.253.28.9')
(u'collegeboard.org', 'collegeboar.org.', 'collegeboar.org', u'typo', '103.224.182.250')
(u'collegeboard.org', 'collegenoard.org.', 'collegenoard.org', u'typo', '81.171.22.5')
(u'collegeboard.org', 'colletgeboard.com.', 'colletgeboard.com', u'typo', '184.107.199.138')
(u'collegeboard.org', 'colledgeboard.org.', 'colledgeboard.org', u'typo', '51.254.28.160')
(u'collegeboard.org', 'collegrboard.org.', 'collegrboard.org', u'typo', '198.105.254.111')
(u'collegeboard.org', 'collegbeoard.org.', 'collegbeoard.org', u'typo', '185.53.178.7')
(u'collegeboard.org', 'collageboard.net.', 'collageboard.net', u'homo', '176.74.176.187')
(u'collegeboard.org', 'collegenoard.com.', 'collegenoard.com', u'typo', '199.191.50.73')
(u'collegeboard.org', 'collegwboard.com.', 'collegwboard.com', u'typo', '185.53.179.8')
(u'collegeboard.org', 'collegebourd.org.', 'collegebourd.org', u'homo', '185.53.179.6')
(u'collegeboard.org', 'collegeboerd.com.', 'collegeboerd.com', u'homo', '95.211.219.66')
(u'collegeboard.org', 'cllegeboard.com.', 'cllegeboard.com', u'typo', '69.172.201.153')
(u'collegeboard.org', 'collegeobard.com.', 'collegeobard.com', u'typo', '95.211.219.66')
(u'collegeboard.org', 'coolegeboard.org.', 'coolegeboard.org', u'typo', '103.224.212.241')
(u'collegeboard.org', 'colleheboard.org.', 'colleheboard.org', u'typo', '185.53.179.6')
(u'collegeboard.org', 'collegeboatd.org.', 'collegeboatd.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegebosrd.org.', 'collegebosrd.org', u'typo', '208.91.196.102')
(u'collegeboard.org', 'collegeboarrd.org.', 'collegeboarrd.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegebopard.com.', 'collegebopard.com', u'typo', '103.224.212.252')
(u'collegeboard.org', 'colledgeboard.org.', 'colledgeboard.org', u'typo', '158.69.143.113')
(u'collegeboard.org', 'collegebooard.org.', 'collegebooard.org', u'typo', '185.53.179.7')
(u'collegeboard.org', 'collegeboardd.org.', 'collegeboardd.org', u'typo', '185.53.178.9')
(u'collegeboard.org', 'collegerboard.org.', 'collegerboard.org', u'typo', '72.52.179.174')
(u'collegeboard.org', 'collegeboard.com.', 'collegeboard.com', 'wrongTLD', '209.48.35.145')
(u'collegeboard.org', 'collegeboaard.com.', 'collegeboaard.com', u'typo', '69.162.80.58')
(u'collegeboard.org', 'collegeboards.org.', 'collegeboards.org', u'typo', '72.52.179.174')
(u'collegeboard.org', 'collebeboard.org.', 'collebeboard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegeboerd.com.', 'collegeboerd.com', u'homo', '69.162.80.56')
(u'collegeboard.org', 'collegdeboard.org.', 'collegdeboard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegeeboard.com.', 'collegeeboard.com', u'typo', '185.53.178.7')
(u'collegeboard.org', 'colleveboard.org.', 'colleveboard.org', u'typo', '54.217.222.113')
(u'collegeboard.org', 'colelgeboard.com.', 'colelgeboard.com', u'typo', '216.157.88.23')
