(u'tdameritrade.com', 'tdamritrade.com.', 'tdamritrade.com', u'typo', '162.210.196.168')
(u'tdameritrade.com', 'tdameritdrade.com.', 'tdameritdrade.com', u'typo', '208.73.211.165')
(u'tdameritrade.com', 'tdameritrrade.com.', 'tdameritrrade.com', u'typo', '208.73.210.217')
(u'tdameritrade.com', 'tdamiritrade.com.', 'tdamiritrade.com', u'homo', '208.73.210.202')
(u'tdameritrade.com', 'tdareritrade.com.', 'tdareritrade.com', u'homo', '37.48.65.151')
(u'tdameritrade.com', 'tdameritradr.com.', 'tdameritradr.com', u'typo', '208.73.211.177')
(u'tdameritrade.com', 'tdareritrade.com.', 'tdareritrade.com', u'homo', '37.48.65.153')
(u'tdameritrade.com', 'ydameritrade.com.', 'ydameritrade.com', u'typo', '208.73.211.165')
(u'tdameritrade.com', 'tdareritrade.com.', 'tdareritrade.com', u'homo', '37.48.65.154')
(u'tdameritrade.com', 'tdamritrade.com.', 'tdamritrade.com', u'typo', '199.115.116.216')
(u'tdameritrade.com', 'tdsameritrade.com.', 'tdsameritrade.com', u'typo', '103.224.182.240')
(u'tdameritrade.com', 'rdameritrade.com.', 'rdameritrade.com', u'typo', '51.254.28.162')
(u'tdameritrade.com', 'tdmaeritrade.com.', 'tdmaeritrade.com', u'typo', '208.73.210.202')
(u'tdameritrade.com', 'tdameritrdade.com.', 'tdameritrdade.com', u'typo', '103.224.182.217')
(u'tdameritrade.com', 'tdameretrade.com.', 'tdameretrade.com', u'homo', '103.224.182.253')
(u'tdameritrade.com', 'tdameritradw.com.', 'tdameritradw.com', u'typo', '208.73.211.165')
(u'tdameritrade.com', 'tdameridrade.com.', 'tdameridrade.com', u'bits', '208.91.196.152')
(u'tdameritrade.com', 'tdameritrades.com.', 'tdameritrades.com', u'typo', '185.53.178.6')
(u'tdameritrade.com', 'tdamefitrade.com.', 'tdamefitrade.com', u'typo', '198.50.233.233')
(u'tdameritrade.com', 'tdaeritrade.com.', 'tdaeritrade.com', u'typo', '208.73.210.217')
(u'tdameritrade.com', 'tdaemritrade.com.', 'tdaemritrade.com', u'typo', '208.73.211.165')
(u'tdameritrade.com', 'tdamweritrade.com.', 'tdamweritrade.com', u'typo', '103.224.182.217')
(u'tdameritrade.com', 'tdameditrade.com.', 'tdameditrade.com', u'typo', '37.48.65.154')
(u'tdameritrade.com', 'tdamritrade.com.', 'tdamritrade.com', u'typo', '81.171.22.6')
(u'tdameritrade.com', 'tfdameritrade.com.', 'tfdameritrade.com', u'typo', '184.168.221.28')
(u'tdameritrade.com', 'tickertape-tdameritrade.com.', 'tickertape-tdameritrade.com', 'combo', '141.8.224.169')
(u'tdameritrade.com', 'tdamritrade.com.', 'tdamritrade.com', u'typo', '81.171.22.7')
(u'tdameritrade.com', 'tdamefitrade.com.', 'tdamefitrade.com', u'typo', '198.50.233.238')
(u'tdameritrade.com', 'tdamewritrade.com.', 'tdamewritrade.com', u'typo', '37.48.65.149')
(u'tdameritrade.com', 'tdameritrsde.com.', 'tdameritrsde.com', u'typo', '103.224.182.252')
(u'tdameritrade.com', 'tdamereitrade.com.', 'tdamereitrade.com', u'typo', '207.244.67.215')
(u'tdameritrade.com', 'tdamdritrade.com.', 'tdamdritrade.com', u'bits', '207.244.67.215')
(u'tdameritrade.com', 'tdamerirtrade.com.', 'tdamerirtrade.com', u'typo', '167.114.156.214')
(u'tdameritrade.com', 'tdameritradde.com.', 'tdameritradde.com', u'typo', '208.73.210.202')
(u'tdameritrade.com', 'tdamereitrade.com.', 'tdamereitrade.com', u'typo', '207.244.67.216')
(u'tdameritrade.com', 'tdameritradr.com.', 'tdameritradr.com', u'typo', '208.73.210.202')
(u'tdameritrade.com', 'tdamereitrade.com.', 'tdamereitrade.com', u'typo', '207.244.67.218')
(u'tdameritrade.com', 'tdamerittade.com.', 'tdamerittade.com', u'typo', '103.224.182.217')
(u'tdameritrade.com', 'tdamerirtade.com.', 'tdamerirtade.com', u'typo', '208.73.211.165')
(u'tdameritrade.com', 'tdamrritrade.com.', 'tdamrritrade.com', u'typo', '167.114.156.214')
(u'tdameritrade.com', 'tdanmeritrade.com.', 'tdanmeritrade.com', u'typo', '208.73.210.217')
(u'tdameritrade.com', 'tdameritrtade.com.', 'tdameritrtade.com', u'typo', '167.114.156.214')
(u'tdameritrade.com', 'tdameritrae.com.', 'tdameritrae.com', u'typo', '72.52.4.119')
(u'tdameritrade.com', 'tdameritradce.com.', 'tdameritradce.com', u'typo', '208.73.210.217')
(u'tdameritrade.com', 'tdameitrade.com.', 'tdameitrade.com', u'typo', '96.45.83.134')
(u'tdameritrade.com', 'tameritrade.com.', 'tameritrade.com', u'typo', '74.117.114.77')
(u'tdameritrade.com', 'tdamerirade.com.', 'tdamerirade.com', u'typo', '51.254.28.160')
(u'tdameritrade.com', 'tdameriitrade.com.', 'tdameriitrade.com', u'typo', '96.45.82.239')
(u'tdameritrade.com', 'tdameritrqde.com.', 'tdameritrqde.com', u'bits', '95.211.219.65')
(u'tdameritrade.com', 'dtameritrade.com.', 'dtameritrade.com', u'typo', '199.115.116.216')
(u'tdameritrade.com', 'tdameritradee.com.', 'tdameritradee.com', u'typo', '208.73.211.177')
(u'tdameritrade.com', 'tdameritrqde.com.', 'tdameritrqde.com', u'bits', '95.211.219.66')
(u'tdameritrade.com', 'tdameritrade.com.sg.', 'tdameritrade.com.sg', 'wrongTLD', '216.105.249.26')
(u'tdameritrade.com', 'tdameritraqde.com.', 'tdameritraqde.com', u'typo', '198.50.233.226')
(u'tdameritrade.com', 'teameritrade.com.', 'teameritrade.com', u'bits', '103.224.182.240')
(u'tdameritrade.com', 'tdamerirade.com.', 'tdamerirade.com', u'typo', '51.254.28.162')
(u'tdameritrade.com', 'tdamerytrade.com.', 'tdamerytrade.com', u'bits', '207.244.67.214')
(u'tdameritrade.com', 'tdameritraqde.com.', 'tdameritraqde.com', u'typo', '198.50.233.227')
(u'tdameritrade.com', 'tdamreitrade.com.', 'tdamreitrade.com', u'typo', '96.45.82.239')
(u'tdameritrade.com', 'tdameitrade.com.', 'tdameitrade.com', u'typo', '96.45.82.60')
(u'tdameritrade.com', 'tdemeritrade.com.', 'tdemeritrade.com', u'homo', '37.48.65.148')
(u'tdameritrade.com', 'tdaameritrade.com.', 'tdaameritrade.com', u'typo', '208.73.211.165')
(u'tdameritrade.com', 'tdameritdrade.com.', 'tdameritdrade.com', u'typo', '208.73.211.177')
(u'tdameritrade.com', 'tdamerytrade.com.', 'tdamerytrade.com', u'bits', '207.244.67.218')
(u'tdameritrade.com', 'dtameritrade.com.', 'dtameritrade.com', u'typo', '81.171.22.6')
(u'tdameritrade.com', 'dtameritrade.com.', 'dtameritrade.com', u'typo', '81.171.22.7')
(u'tdameritrade.com', 'tdamefitrade.com.', 'tdamefitrade.com', u'typo', '85.159.233.44')
(u'tdameritrade.com', 'ydameritrade.com.', 'ydameritrade.com', u'typo', '208.73.211.177')
(u'tdameritrade.com', 'tdamewritrade.com.', 'tdamewritrade.com', u'typo', '37.48.65.150')
(u'tdameritrade.com', 'dameritrade.com.', 'dameritrade.com', u'typo', '149.202.120.45')
(u'tdameritrade.com', 'tdamiritrade.com.', 'tdamiritrade.com', u'homo', '208.73.210.217')
(u'tdameritrade.com', 'tdamerirade.com.', 'tdamerirade.com', u'typo', '158.69.143.112')
(u'tdameritrade.com', 'tdamewritrade.com.', 'tdamewritrade.com', u'typo', '37.48.65.152')
(u'tdameritrade.com', 'tdamerirrade.com.', 'tdamerirrade.com', u'typo', '162.210.196.166')
(u'tdameritrade.com', 'tdametitrade.com.', 'tdametitrade.com', u'typo', '208.73.211.165')
(u'tdameritrade.com', 'tdamewritrade.com.', 'tdamewritrade.com', u'typo', '167.114.156.214')
(u'tdameritrade.com', 'tdameritradw.com.', 'tdameritradw.com', u'typo', '208.73.211.177')
(u'tdameritrade.com', 'tdamerirrade.com.', 'tdamerirrade.com', u'typo', '162.210.196.168')
(u'tdameritrade.com', 'tdmaeritrade.com.', 'tdmaeritrade.com', u'typo', '208.73.210.217')
(u'tdameritrade.com', 'tdamewritrade.com.', 'tdamewritrade.com', u'typo', '37.48.65.155')
(u'tdameritrade.com', 'tdaemritrade.com.', 'tdaemritrade.com', u'typo', '208.73.211.177')
(u'tdameritrade.com', 'tdameditrade.com.', 'tdameditrade.com', u'typo', '207.244.67.215')
(u'tdameritrade.com', 'tdamwritrade.com.', 'tdamwritrade.com', u'typo', '37.48.65.148')
(u'tdameritrade.com', 'tdameritradee.com.', 'tdameritradee.com', u'typo', '208.73.210.202')
(u'tdameritrade.com', 'tdameritrede.com.', 'tdameritrede.com', u'homo', '208.73.211.165')
(u'tdameritrade.com', 'tdameritrace.com.', 'tdameritrace.com', u'typo', '51.254.28.160')
(u'tdameritrade.com', 'tdamrritrade.com.', 'tdamrritrade.com', u'typo', '207.244.67.216')
(u'tdameritrade.com', 'ttdameritrade.com.', 'ttdameritrade.com', u'typo', '216.157.88.27')
(u'tdameritrade.com', 'tdameriotrade.com.', 'tdameriotrade.com', u'typo', '167.114.156.214')
(u'tdameritrade.com', 'tdamerirrade.com.', 'tdamerirrade.com', u'typo', '81.171.22.4')
(u'tdameritrade.com', 'tdqmeritrade.com.', 'tdqmeritrade.com', u'bits', '37.48.65.148')
(u'tdameritrade.com', 'tdammeritrade.com.', 'tdammeritrade.com', u'typo', '208.73.211.165')
(u'tdameritrade.com', 'tdameritdrade.com.', 'tdameritdrade.com', u'typo', '208.73.210.202')
(u'tdameritrade.com', 'tdamerirrade.com.', 'tdamerirrade.com', u'typo', '81.171.22.6')
(u'tdameritrade.com', 'tdameritradfe.com.', 'tdameritradfe.com', u'typo', '162.210.196.167')
(u'tdameritrade.com', 'tbameritrade.com.', 'tbameritrade.com', u'homo', '103.224.212.241')
(u'tdameritrade.com', 'dameritrade.com.', 'dameritrade.com', u'typo', '158.69.143.100')
(u'tdameritrade.com', 'tdameritradde.com.', 'tdameritradde.com', u'typo', '208.73.210.217')
(u'tdameritrade.com', 'tdameritradfe.com.', 'tdameritradfe.com', u'typo', '162.210.196.168')
(u'tdameritrade.com', 'tdamerutrade.com.', 'tdamerutrade.com', u'homo', '103.224.182.240')
(u'tdameritrade.com', 'tdemeritrade.com.', 'tdemeritrade.com', u'homo', '37.48.65.150')
(u'tdameritrade.com', 'ydameritrade.com.', 'ydameritrade.com', u'typo', '208.73.210.202')
(u'tdameritrade.com', 'tdameritrade.ws.', 'tdameritrade.ws', 'wrongTLD', '64.70.19.203')
(u'tdameritrade.com', 'tdamerirtade.com.', 'tdamerirtade.com', u'typo', '208.73.211.177')
(u'tdameritrade.com', 'tdaeeritrade.com.', 'tdaeeritrade.com', u'bits', '50.63.202.14')
(u'tdameritrade.com', 'tdamerotrade.com.', 'tdamerotrade.com', u'homo', '208.73.211.165')
(u'tdameritrade.com', 'tdameritradr.com.', 'tdameritradr.com', u'typo', '208.73.210.217')
(u'tdameritrade.com', 'tdameritraee.com.', 'tdameritraee.com', u'bits', '103.224.182.253')
(u'tdameritrade.com', 'tdamedritrade.com.', 'tdamedritrade.com', u'typo', '167.114.156.214')
(u'tdameritrade.com', 'tdameritraqde.com.', 'tdameritraqde.com', u'typo', '198.50.233.234')
(u'tdameritrade.com', 'tdameritradfe.com.', 'tdameritradfe.com', u'typo', '199.115.116.216')
(u'tdameritrade.com', 'tdameritradw.com.', 'tdameritradw.com', u'typo', '208.73.210.202')
(u'tdameritrade.com', 'tdameritrace.com.', 'tdameritrace.com', u'typo', '158.69.143.113')
(u'tdameritrade.com', 'tdameriyrade.com.', 'tdameriyrade.com', u'typo', '167.114.156.214')
(u'tdameritrade.com', 'tdaemritrade.com.', 'tdaemritrade.com', u'typo', '208.73.210.202')
(u'tdameritrade.com', 'tdameritradew.com.', 'tdameritradew.com', u'typo', '185.53.178.6')
(u'tdameritrade.com', 'tdameriteade.com.', 'tdameriteade.com', u'typo', '207.244.67.218')
(u'tdameritrade.com', 'tdaameritrade.com.', 'tdaameritrade.com', u'typo', '208.73.211.177')
(u'tdameritrade.com', 'tdameritrqde.com.', 'tdameritrqde.com', u'bits', '69.162.80.60')
(u'tdameritrade.com', 'tdamreritrade.com.', 'tdamreritrade.com', u'typo', '207.244.67.218')
(u'tdameritrade.com', 'tdameritride.com.', 'tdameritride.com', u'homo', '208.73.211.165')
(u'tdameritrade.com', 'tdameritrafde.com.', 'tdameritrafde.com', u'typo', '50.63.202.15')
(u'tdameritrade.com', 'tdameitrade.com.', 'tdameitrade.com', u'typo', '96.45.83.11')
(u'tdameritrade.com', 'tdamwritrade.com.', 'tdamwritrade.com', u'typo', '37.48.65.150')
(u'tdameritrade.com', 'tdameritreade.com.', 'tdameritreade.com', u'typo', '199.59.242.150')
