(u'khanacademy.org', 'khanacademy.com.br.', 'khanacademy.com.br', 'wrongTLD', '52.216.225.10')
(u'khanacademy.org', 'khanacademy.android.', 'khanacademy.android', 'wrongTLD', '127.0.53.53')
(u'khanacademy.org', 'jhanacademy.org.', 'jhanacademy.org', u'bits', '185.53.178.8')
(u'khanacademy.org', 'khanacademy.net.', 'khanacademy.net', 'wrongTLD', '222.231.33.38')
(u'khanacademy.org', 'hkanacademy.org.', 'hkanacademy.org', u'typo', '54.72.9.51')
(u'khanacademy.org', 'kjanacademy.org.', 'kjanacademy.org', u'bits', '185.53.178.6')
(u'khanacademy.org', 'khanacadomy.org.', 'khanacadomy.org', u'homo', '72.52.4.122')
(u'khanacademy.org', 'khanaxademy.org.', 'khanaxademy.org', u'typo', '54.72.9.51')
(u'khanacademy.org', 'hanacademy.kr.', 'hanacademy.kr', u'typo', '121.254.178.252')
(u'khanacademy.org', 'khanadademy.com.', 'khanadademy.com', u'typo', '54.72.9.51')
(u'khanacademy.org', 'khanacadmey.com.', 'khanacadmey.com', u'typo', '162.210.196.167')
(u'khanacademy.org', 'khnacademy.org.', 'khnacademy.org', u'typo', '149.202.120.33')
(u'khanacademy.org', 'khanacademy.de.', 'khanacademy.de', 'wrongTLD', '54.72.9.51')
(u'khanacademy.org', 'khanacademmy.com.', 'khanacademmy.com', u'typo', '185.53.179.6')
(u'khanacademy.org', 'khabacademy.com.', 'khabacademy.com', u'typo', '141.8.224.93')
(u'khanacademy.org', 'khanacdaemy.org.', 'khanacdaemy.org', u'typo', '172.107.8.224')
(u'khanacademy.org', 'khanacadamy.com.', 'khanacadamy.com', u'homo', '45.33.9.234')
(u'khanacademy.org', 'khanacadmey.com.', 'khanacadmey.com', u'typo', '199.115.116.216')
(u'khanacademy.org', 'khnacademy.org.', 'khnacademy.org', u'typo', '149.202.120.37')
(u'khanacademy.org', 'khanacademy.com.br.', 'khanacademy.com.br', 'wrongTLD', '52.216.83.58')
(u'khanacademy.org', 'khansacademy.com.', 'khansacademy.com', u'typo', '37.48.65.149')
(u'khanacademy.org', 'khanacadeym.org.', 'khanacadeym.org', u'typo', '172.107.11.130')
(u'khanacademy.org', 'khhanacademy.org.', 'khhanacademy.org', u'typo', '185.53.178.9')
(u'khanacademy.org', 'khanacadamy.org.', 'khanacadamy.org', u'homo', '185.53.178.9')
(u'khanacademy.org', 'khanacadenmy.org.', 'khanacadenmy.org', u'typo', '72.52.4.122')
(u'khanacademy.org', 'khanacadmey.com.', 'khanacadmey.com', u'typo', '81.171.22.4')
(u'khanacademy.org', 'khanacadey.org.', 'khanacadey.org', u'typo', '185.53.178.6')
(u'khanacademy.org', 'khanacdemy.org.', 'khanacdemy.org', u'typo', '8.5.1.51')
(u'khanacademy.org', 'khanacaedemy.org.', 'khanacaedemy.org', u'typo', '54.72.9.51')
(u'khanacademy.org', 'khanacadamy.net.', 'khanacadamy.net', u'homo', '185.53.178.9')
(u'khanacademy.org', 'kahnacademy.com.', 'kahnacademy.com', u'typo', '54.231.72.161')
(u'khanacademy.org', 'khanacadimy.com.', 'khanacadimy.com', u'homo', '185.53.179.6')
(u'khanacademy.org', 'kahnacademy.com.', 'kahnacademy.com', u'typo', '52.216.230.82')
(u'khanacademy.org', 'khanacadey.com.', 'khanacadey.com', u'typo', '162.210.195.123')
(u'khanacademy.org', 'khanecademy.org.', 'khanecademy.org', u'homo', '185.53.179.8')
(u'khanacademy.org', 'khaanacademy.com.', 'khaanacademy.com', u'typo', '185.53.178.7')
(u'khanacademy.org', 'khanaxademy.com.', 'khanaxademy.com', u'typo', '45.56.69.72')
(u'khanacademy.org', 'khanhacademy.org.', 'khanhacademy.org', u'typo', '141.8.224.93')
(u'khanacademy.org', 'khnaacademy.com.', 'khnaacademy.com', u'typo', '141.8.224.93')
(u'khanacademy.org', 'khanacadem.com.', 'khanacadem.com', u'typo', '185.53.179.6')
(u'khanacademy.org', 'khanacademy.ca.', 'khanacademy.ca', 'wrongTLD', '66.96.149.1')
(u'khanacademy.org', 'kianacademy.com.', 'kianacademy.com', u'bits', '107.178.255.126')
(u'khanacademy.org', 'khanacademy.dk.', 'khanacademy.dk', 'wrongTLD', '52.216.80.2')
(u'khanacademy.org', 'kahnacademy.net.', 'kahnacademy.net', u'typo', '72.52.179.175')
(u'khanacademy.org', 'khanacacdemy.org.', 'khanacacdemy.org', u'typo', '162.210.196.166')
(u'khanacademy.org', 'khanacaddemy.org.', 'khanacaddemy.org', u'typo', '54.72.11.253')
(u'khanacademy.org', 'khanacacdemy.org.', 'khanacacdemy.org', u'typo', '162.210.196.168')
(u'khanacademy.org', 'khnacademy.com.', 'khnacademy.com', u'typo', '54.72.9.51')
(u'khanacademy.org', 'khawnacademy.com.', 'khawnacademy.com', u'typo', '198.105.254.111')
(u'khanacademy.org', 'khanacademy.dk.', 'khanacademy.dk', 'wrongTLD', '52.216.161.10')
(u'khanacademy.org', 'khanocademy.org.', 'khanocademy.org', u'homo', '185.53.178.8')
(u'khanacademy.org', 'khanacadeemy.org.', 'khanacadeemy.org', u'typo', '54.72.11.253')
(u'khanacademy.org', 'khansacademy.com.', 'khansacademy.com', u'typo', '37.48.65.153')
(u'khanacademy.org', 'khanacacemy.org.', 'khanacacemy.org', u'typo', '54.72.9.51')
(u'khanacademy.org', 'khanacaddmy.org.', 'khanacaddmy.org', u'bits', '185.53.179.7')
(u'khanacademy.org', 'khansacademy.com.', 'khansacademy.com', u'typo', '37.48.65.154')
(u'khanacademy.org', 'khansacademy.com.', 'khansacademy.com', u'typo', '167.114.156.214')
