(u'swedbank.us', 'swdebank.com.', 'swdebank.com', u'typo', '165.160.15.20')
(u'swedbank.us', 'seedbank.world.', 'seedbank.world', u'typo', '81.169.145.92')
(u'swedbank.us', 'swedbank.eu.', 'swedbank.eu', 'wrongTLD', '164.10.48.26')
(u'swedbank.us', 'svedbank.ru.', 'svedbank.ru', u'homo', '109.206.181.75')
(u'swedbank.us', 'swebank.se.', 'swebank.se', u'typo', '164.10.48.26')
(u'swedbank.us', 'swedbvank.se.', 'swedbvank.se', u'typo', '185.53.179.8')
(u'swedbank.us', 'saedbank.com.', 'saedbank.com', u'typo', '69.16.230.43')
(u'swedbank.us', 'swedbank-sjuharad.com.', 'swedbank-sjuharad.com', 'combo', '193.183.80.13')
(u'swedbank.us', 'swedbank.pl.', 'swedbank.pl', 'wrongTLD', '164.10.48.26')
(u'swedbank.us', 'swedbank-stadion.com.', 'swedbank-stadion.com', 'combo', '62.116.130.8')
(u'swedbank.us', 'swedbanik.se.', 'swedbanik.se', u'homo', '185.53.178.8')
(u'swedbank.us', 'swdebank.se.', 'swdebank.se', u'typo', '165.160.15.20')
(u'swedbank.us', 'seedbank.tv.', 'seedbank.tv', u'typo', '62.12.7.99')
(u'swedbank.us', 'swesbank.se.', 'swesbank.se', u'typo', '165.160.15.20')
(u'swedbank.us', 'swedbanks.se.', 'swedbanks.se', u'typo', '162.13.142.169')
(u'swedbank.us', 'swetbank.com.ua.', 'swetbank.com.ua', u'bits', '193.34.169.17')
(u'swedbank.us', 'swebank.lu.', 'swebank.lu', u'typo', '165.160.15.20')
(u'swedbank.us', 'swdebank.com.', 'swdebank.com', u'typo', '165.160.13.20')
(u'swedbank.us', 'swebank.org.', 'swebank.org', u'typo', '164.10.45.63')
(u'swedbank.us', 'swedebank.eu.', 'swedebank.eu', u'typo', '164.10.48.26')
(u'swedbank.us', 'swebank.dk.', 'swebank.dk', u'typo', '164.10.45.46')
(u'swedbank.us', 'swedbank.bg.', 'swedbank.bg', 'wrongTLD', '164.10.45.63')
(u'swedbank.us', 'swedebank.com.', 'swedebank.com', u'typo', '67.227.226.241')
(u'swedbank.us', 'mail2.swedbank-skv-to-bgmax.com.', 'mail2.swedbank-skv-to-bgmax.com', 'combo', '195.74.38.202')
(u'swedbank.us', 'swedbank.gr.', 'swedbank.gr', 'wrongTLD', '164.10.45.63')
(u'swedbank.us', 'swedbank.site.', 'swedbank.site', 'wrongTLD', '162.255.119.223')
(u'swedbank.us', 'transfer-swedbank.com.', 'transfer-swedbank.com', 'combo', '162.255.119.108')
(u'swedbank.us', 'swedbank.ir.', 'swedbank.ir', 'wrongTLD', '107.181.179.27')
(u'swedbank.us', 'swedebank.by.', 'swedebank.by', u'typo', '164.10.45.46')
(u'swedbank.us', 'swwdbank.se.', 'swwdbank.se', u'typo', '141.8.224.169')
(u'swedbank.us', 'swedbank.li.', 'swedbank.li', 'wrongTLD', '164.10.45.46')
(u'swedbank.us', 'swdebank.se.', 'swdebank.se', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedbank.kz.', 'swedbank.kz', 'wrongTLD', '164.10.45.63')
(u'swedbank.us', 'swedibank.com.', 'swedibank.com', u'homo', '104.16.90.230')
(u'swedbank.us', 'swesbank.se.', 'swesbank.se', u'typo', '165.160.13.20')
(u'swedbank.us', 'seedbank.com.', 'seedbank.com', u'typo', '142.4.204.181')
(u'swedbank.us', 'sweddbank.com.', 'sweddbank.com', u'typo', '165.160.15.20')
(u'swedbank.us', 'swedbank.as.', 'swedbank.as', 'wrongTLD', '164.10.45.63')
(u'swedbank.us', 'swedbankn.se.', 'swedbankn.se', u'typo', '54.72.9.51')
(u'swedbank.us', 'seedbank.online.', 'seedbank.online', u'typo', '217.160.0.136')
