(u'barclaycardus.com', 'bardaycardus.com.', 'bardaycardus.com', u'homo', '185.53.178.7')
(u'barclaycardus.com', 'barclaycards.de.', 'barclaycards.de', u'typo', '185.26.230.129')
(u'barclaycardus.com', 'barclaycarsus.com.', 'barclaycarsus.com', u'typo', '198.50.233.225')
(u'barclaycardus.com', 'barciaycardus.com.', 'barciaycardus.com', u'homo', '185.53.179.7')
(u'barclaycardus.com', 'barclaycarsus.com.', 'barclaycarsus.com', u'typo', '198.50.233.228')
(u'barclaycardus.com', 'barcklaycardus.com.', 'barcklaycardus.com', u'typo', '103.224.182.214')
(u'barclaycardus.com', 'barclaycarduss.com.', 'barclaycarduss.com', u'typo', '199.59.242.150')
(u'barclaycardus.com', 'barclaytcardus.com.', 'barclaytcardus.com', u'typo', '141.8.224.93')
(u'barclaycardus.com', 'barclaycards.es.', 'barclaycards.es', u'typo', '185.26.230.129')
(u'barclaycardus.com', 'carclaycardus.com.', 'carclaycardus.com', u'bits', '103.224.182.214')
(u'barclaycardus.com', 'barclaycardu.com.', 'barclaycardu.com', u'typo', '98.124.245.24')
(u'barclaycardus.com', 'barclaycardyus.com.', 'barclaycardyus.com', u'typo', '173.239.8.164')
(u'barclaycardus.com', 'barclaycaardus.com.', 'barclaycaardus.com', u'typo', '85.159.233.35')
(u'barclaycardus.com', 'barclaycasrdus.com.', 'barclaycasrdus.com', u'typo', '141.8.224.93')
(u'barclaycardus.com', 'barclaycadus.com.', 'barclaycadus.com', u'typo', '185.53.178.9')
(u'barclaycardus.com', 'barclaycaardus.com.', 'barclaycaardus.com', u'typo', '198.50.233.235')
(u'barclaycardus.com', 'barclaycarfus.com.', 'barclaycarfus.com', u'bits', '185.53.178.6')
(u'barclaycardus.com', 'barlcaycardus.com.', 'barlcaycardus.com', u'typo', '103.224.182.238')
(u'barclaycardus.com', 'baarclaycardus.com.', 'baarclaycardus.com', u'typo', '103.224.182.214')
(u'barclaycardus.com', 'barclayhcardus.com.', 'barclayhcardus.com', u'typo', '54.72.130.67')
(u'barclaycardus.com', 'barclaycaardus.com.', 'barclaycaardus.com', u'typo', '198.50.233.238')
(u'barclaycardus.com', 'barclaycarsus.com.', 'barclaycarsus.com', u'typo', '198.50.233.231')
(u'barclaycardus.com', 'bardclaycardus.com.', 'bardclaycardus.com', u'typo', '185.53.179.8')
(u'barclaycardus.com', 'barclaycardua.com.', 'barclaycardua.com', u'typo', '185.53.178.7')
(u'barclaycardus.com', 'barclaycard.us.com.', 'barclaycard.us.com', u'typo', '83.96.205.99')
(u'barclaycardus.com', 'barclsycardus.com.', 'barclsycardus.com', u'typo', '185.53.179.7')
(u'barclaycardus.com', 'barclayacardus.com.', 'barclayacardus.com', u'typo', '185.53.178.9')
(u'barclaycardus.com', 'barblaycardus.com.', 'barblaycardus.com', u'bits', '185.53.178.9')
(u'barclaycardus.com', 'barclaycardus.tk.', 'barclaycardus.tk', 'wrongTLD', '195.20.47.248')
