(u'bankofamerica.com', 'bank0famerica.com.', 'bank0famerica.com', u'homo', '171.161.207.99')
(u'bankofamerica.com', 'banklofamerica.com.', 'banklofamerica.com', u'typo', '171.161.206.99')
(u'bankofamerica.com', 'bankofamerica.com.es.', 'bankofamerica.com.es', 'wrongTLD', '165.160.13.20')
(u'bankofamerica.com', 'bankofamerica-bh.com.', 'bankofamerica-bh.com', 'combo', '198.154.246.50')
(u'bankofamerica.com', 'bankofamarica.com.', 'bankofamarica.com', u'homo', '69.162.80.55')
(u'bankofamerica.com', 'bankofamerica.ca.', 'bankofamerica.ca', 'wrongTLD', '171.161.202.99')
(u'bankofamerica.com', 'bankopfamerica.com.', 'bankopfamerica.com', u'typo', '171.161.207.99')
(u'bankofamerica.com', 'bankofamerica.com.az.', 'bankofamerica.com.az', 'wrongTLD', '165.160.13.20')
(u'bankofamerica.com', 'bankofamerica-comfund.com.', 'bankofamerica-comfund.com', 'combo', '171.161.206.99')
(u'bankofamerica.com', 'bankofamarica.com.', 'bankofamarica.com', u'homo', '69.162.80.56')
(u'bankofamerica.com', 'bankofamerjca.com.', 'bankofamerjca.com', u'typo', '185.53.179.7')
(u'bankofamerica.com', 'bankofamerica.vu.', 'bankofamerica.vu', 'wrongTLD', '165.160.15.20')
(u'bankofamerica.com', 'bankofamerfica.com.', 'bankofamerfica.com', u'typo', '103.224.182.214')
(u'bankofamerica.com', 'bankofamericah.tk.', 'bankofamericah.tk', u'typo', '195.20.43.93')
(u'bankofamerica.com', 'bankofmerica.com.', 'bankofmerica.com', u'typo', '171.161.198.99')
(u'bankofamerica.com', 'bankfamerica.com.', 'bankfamerica.com', u'typo', '171.161.202.99')
(u'bankofamerica.com', 'bamkofamerica.com.', 'bamkofamerica.com', u'homo', '171.161.206.99')
(u'bankofamerica.com', 'bankifamerica.com.', 'bankifamerica.com', u'homo', '171.161.199.99')
(u'bankofamerica.com', 'bankofamerica.com.mt.', 'bankofamerica.com.mt', 'wrongTLD', '165.160.13.20')
(u'bankofamerica.com', 'bankofamericaq.com.', 'bankofamericaq.com', u'typo', '199.59.242.150')
(u'bankofamerica.com', 'bankofgamerica.com.', 'bankofgamerica.com', u'typo', '198.50.233.230')
(u'bankofamerica.com', 'bankofameriica.com.', 'bankofameriica.com', u'typo', '171.161.203.99')
(u'bankofamerica.com', 'bankofamerica.hu.', 'bankofamerica.hu', 'wrongTLD', '165.160.15.20')
(u'bankofamerica.com', 'abnkofamerica.com.', 'abnkofamerica.com', u'typo', '171.161.202.99')
(u'bankofamerica.com', 'bankofgamerica.com.', 'bankofgamerica.com', u'typo', '198.50.233.231')
(u'bankofamerica.com', 'bankofamerixa.com.', 'bankofamerixa.com', u'typo', '171.161.207.99')
(u'bankofamerica.com', 'bankofaamerica.com.', 'bankofaamerica.com', u'typo', '171.161.203.99')
(u'bankofamerica.com', 'bsnkofamerica.com.', 'bsnkofamerica.com', u'typo', '85.159.233.63')
(u'bankofamerica.com', 'bankofamerica.gr.', 'bankofamerica.gr', 'wrongTLD', '165.160.15.20')
(u'bankofamerica.com', 'bankofamercia.com.', 'bankofamercia.com', u'typo', '171.161.202.99')
(u'bankofamerica.com', 'bankfoamerica.com.', 'bankfoamerica.com', u'typo', '171.161.199.99')
(u'bankofamerica.com', 'bankofameirca.com.', 'bankofameirca.com', u'typo', '171.161.202.99')
(u'bankofamerica.com', 'bankofamerca.com.', 'bankofamerca.com', u'typo', '171.161.199.99')
(u'bankofamerica.com', 'bankofamerica.cn.', 'bankofamerica.cn', 'wrongTLD', '165.160.13.20')
(u'bankofamerica.com', 'bankodamerica.com.', 'bankodamerica.com', u'bits', '171.161.202.99')
(u'bankofamerica.com', 'bankotamerica.com.', 'bankotamerica.com', u'typo', '198.50.233.231')
(u'bankofamerica.com', 'bankofamerica.com.tr.', 'bankofamerica.com.tr', 'wrongTLD', '165.160.13.20')
(u'bankofamerica.com', 'bank0famerica.com.', 'bank0famerica.com', u'homo', '171.161.206.99')
(u'bankofamerica.com', 'bankofamerica-com-system-new-update-new-year-2015s.com.', 'bankofamerica-com-system-new-update-new-year-2015s.com', 'combo', '74.220.199.6')
(u'bankofamerica.com', 'bankofameruca.com.', 'bankofameruca.com', u'homo', '171.161.199.99')
(u'bankofamerica.com', 'bannkofamerica.com.', 'bannkofamerica.com', u'typo', '162.210.196.166')
(u'bankofamerica.com', 'bankofamericac.com.', 'bankofamericac.com', u'typo', '103.224.182.212')
(u'bankofamerica.com', 'bankopfamerica.com.', 'bankopfamerica.com', u'typo', '171.161.206.99')
(u'bankofamerica.com', 'banklfamerica.com.', 'banklfamerica.com', u'typo', '149.202.120.32')
(u'bankofamerica.com', 'banofamerica.com.', 'banofamerica.com', u'typo', '171.161.199.99')
(u'bankofamerica.com', 'bankofgamerica.com.', 'bankofgamerica.com', u'typo', '198.50.233.237')
(u'bankofamerica.com', 'bankofamerics.com.', 'bankofamerics.com', u'typo', '171.161.207.99')
(u'bankofamerica.com', 'bankofameric.tk.', 'bankofameric.tk', u'typo', '195.20.41.122')
(u'bankofamerica.com', 'banklfamerica.com.', 'banklfamerica.com', u'typo', '149.202.120.33')
(u'bankofamerica.com', 'bankotamerica.com.', 'bankotamerica.com', u'typo', '198.50.233.235')
(u'bankofamerica.com', 'bankifamerica.com.', 'bankifamerica.com', u'homo', '171.161.198.99')
(u'bankofamerica.com', 'baknofamerica.com.', 'baknofamerica.com', u'typo', '209.15.13.134')
(u'bankofamerica.com', 'bankofamerica.co.hu.', 'bankofamerica.co.hu', 'wrongTLD', '165.160.13.20')
(u'bankofamerica.com', 'bankofamerica.it.', 'bankofamerica.it', 'wrongTLD', '185.53.179.7')
(u'bankofamerica.com', 'bankofameriica.com.', 'bankofameriica.com', u'typo', '171.161.202.99')
(u'bankofamerica.com', 'bankofaerica.com.', 'bankofaerica.com', u'typo', '171.161.207.99')
(u'bankofamerica.com', 'mx.sign-bankofamerica.com.', 'mx.sign-bankofamerica.com', 'combo', '62.149.128.160')
(u'bankofamerica.com', 'bankoframerica.com.', 'bankoframerica.com', u'typo', '199.59.242.150')
(u'bankofamerica.com', 'bankofaamerica.com.', 'bankofaamerica.com', u'typo', '171.161.202.99')
(u'bankofamerica.com', 'bankofamerixa.com.', 'bankofamerixa.com', u'typo', '171.161.206.99')
(u'bankofamerica.com', 'bankofamesrica.com.', 'bankofamesrica.com', u'typo', '184.168.221.22')
(u'bankofamerica.com', 'bankofamerica.com.fj.', 'bankofamerica.com.fj', 'wrongTLD', '165.160.15.20')
(u'bankofamerica.com', 'bankfoamerica.com.', 'bankfoamerica.com', u'typo', '171.161.198.99')
(u'bankofamerica.com', 'usa-bankofamerica.com.', 'usa-bankofamerica.com', 'combo', '45.33.9.234')
(u'bankofamerica.com', 'bankoramerica.com.', 'bankoramerica.com', u'typo', '171.161.199.99')
(u'bankofamerica.com', 'bankofamerca.com.', 'bankofamerca.com', u'typo', '171.161.198.99')
(u'bankofamerica.com', 'mx.sign-bankofamerica.com.', 'mx.sign-bankofamerica.com', 'combo', '62.149.128.163')
(u'bankofamerica.com', 'bankofamerica-fiu.com.', 'bankofamerica-fiu.com', 'combo', '216.239.32.21')
(u'bankofamerica.com', 'bankofameruca.com.', 'bankofameruca.com', u'homo', '171.161.198.99')
(u'bankofamerica.com', 'bankofamerivca.com.', 'bankofamerivca.com', u'typo', '98.124.199.103')
(u'bankofamerica.com', 'banofamerica.co.', 'banofamerica.co', u'typo', '185.53.178.8')
(u'bankofamerica.com', 'banofamerica.com.', 'banofamerica.com', u'typo', '171.161.198.99')
(u'bankofamerica.com', 'bankofamerisa.com.', 'bankofamerisa.com', u'bits', '103.224.182.210')
(u'bankofamerica.com', 'mx.sign-bankofamerica.com.', 'mx.sign-bankofamerica.com', 'combo', '62.149.128.166')
(u'bankofamerica.com', 'bankofamerica.vu.', 'bankofamerica.vu', 'wrongTLD', '165.160.13.20')
(u'bankofamerica.com', 'bankpfamerica.com.', 'bankpfamerica.com', u'typo', '171.161.203.99')
(u'bankofamerica.com', 'bankofamericfa.com.', 'bankofamericfa.com', u'typo', '95.211.219.67')
(u'bankofamerica.com', 'bankofamerics.com.', 'bankofamerics.com', u'typo', '171.161.206.99')
(u'bankofamerica.com', 'bankofamertica.com.', 'bankofamertica.com', u'typo', '72.52.4.122')
(u'bankofamerica.com', 'customer-bankofamericaacc.com.', 'customer-bankofamericaacc.com', 'combo', '45.33.9.234')
(u'bankofamerica.com', 'bankofamerica.ly.', 'bankofamerica.ly', 'wrongTLD', '165.160.15.20')
(u'bankofamerica.com', 'bankofamerioca.com.', 'bankofamerioca.com', u'typo', '34.196.13.28')
(u'bankofamerica.com', 'bannkofamerica.com.', 'bannkofamerica.com', u'typo', '81.171.22.4')
(u'bankofamerica.com', 'bankofamirica.com.', 'bankofamirica.com', u'homo', '5.22.149.135')
(u'bankofamerica.com', 'bankofamerica-usa.tk.', 'bankofamerica-usa.tk', 'combo', '195.20.43.184')
(u'bankofamerica.com', 'bannkofamerica.com.', 'bannkofamerica.com', u'typo', '81.171.22.5')
(u'bankofamerica.com', 'bankofsmerica.com.', 'bankofsmerica.com', u'typo', '185.53.178.9')
(u'bankofamerica.com', 'bankofameerica.com.', 'bankofameerica.com', u'typo', '171.161.207.99')
(u'bankofamerica.com', 'bankofamerica.hu.', 'bankofamerica.hu', 'wrongTLD', '165.160.13.20')
(u'bankofamerica.com', 'bankofamerica.org.ma.', 'bankofamerica.org.ma', 'wrongTLD', '165.160.15.20')
(u'bankofamerica.com', 'banokofamerica.com.', 'banokofamerica.com', u'typo', '127.0.0.1')
(u'bankofamerica.com', 'bankofaerica.com.', 'bankofaerica.com', u'typo', '171.161.206.99')
(u'bankofamerica.com', 'banbkofamerica.com.', 'banbkofamerica.com', u'typo', '171.161.199.99')
(u'bankofamerica.com', 'bankofamerica.gr.', 'bankofamerica.gr', 'wrongTLD', '165.160.13.20')
(u'bankofamerica.com', 'bankofameriuca.com.', 'bankofameriuca.com', u'typo', '98.124.199.23')
(u'bankofamerica.com', 'bankofamerica-ny.com.', 'bankofamerica-ny.com', 'combo', '67.220.184.130')
(u'bankofamerica.com', 'bankofamerica-boa.com.', 'bankofamerica-boa.com', 'combo', '103.224.212.222')
(u'bankofamerica.com', 'bankofamerica.com.cn.', 'bankofamerica.com.cn', 'wrongTLD', '199.59.242.150')
(u'bankofamerica.com', 'bankofamerica.mx.', 'bankofamerica.mx', 'wrongTLD', '199.59.242.150')
(u'bankofamerica.com', 'bankoramerica.com.', 'bankoramerica.com', u'typo', '171.161.198.99')
(u'bankofamerica.com', 'bwnkofamerica.com.', 'bwnkofamerica.com', u'typo', '199.59.242.150')
(u'bankofamerica.com', 'bankofaemrica.com.', 'bankofaemrica.com', u'typo', '208.91.197.91')
(u'bankofamerica.com', 'bankkofamerica.com.', 'bankkofamerica.com', u'typo', '171.161.199.99')
(u'bankofamerica.com', 'bankoffamerica.com.', 'bankoffamerica.com', u'typo', '171.161.207.99')
(u'bankofamerica.com', 'bankofamkerica.com.', 'bankofamkerica.com', u'typo', '184.168.221.22')
(u'bankofamerica.com', 'bankofamerica-activation.com.', 'bankofamerica-activation.com', 'combo', '184.168.221.93')
(u'bankofamerica.com', 'banklofamerica.com.', 'banklofamerica.com', u'typo', '171.161.203.99')
(u'bankofamerica.com', 'bankofameric.com.', 'bankofameric.com', u'typo', '171.161.207.99')
(u'bankofamerica.com', 'us-bankofamerica.com.', 'us-bankofamerica.com', 'combo', '95.211.219.66')
(u'bankofamerica.com', 'bankofsamerica.com.', 'bankofsamerica.com', u'typo', '171.161.207.99')
(u'bankofamerica.com', 'bankofamerica-comfund.com.', 'bankofamerica-comfund.com', 'combo', '171.161.203.99')
(u'bankofamerica.com', 'bankodfamerica.com.', 'bankodfamerica.com', u'typo', '199.59.242.150')
(u'bankofamerica.com', 'bankofameica.co.', 'bankofameica.co', u'typo', '199.59.242.150')
(u'bankofamerica.com', 'us-bankofamerica.com.', 'us-bankofamerica.com', 'combo', '95.211.219.67')
(u'bankofamerica.com', 'bankofameriaa.com.', 'bankofameriaa.com', u'bits', '103.224.182.214')
(u'bankofamerica.com', 'bankpfamerica.com.', 'bankpfamerica.com', u'typo', '171.161.202.99')
(u'bankofamerica.com', 'bankofamericxa.com.', 'bankofamericxa.com', u'typo', '199.59.242.150')
