(u'carfax.com', 'carfax-europe.com.', 'carfax-europe.com', 'combo', '80.92.65.53')
(u'carfax.com', 'carfox.es.', 'carfox.es', u'homo', '80.92.65.53')
(u'carfax.com', 'carbax.sk.', 'carbax.sk', u'bits', '37.9.175.23')
(u'carfax.com', 'carfax-yukon.com.', 'carfax-yukon.com', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-hungary.net.', 'carfax-hungary.net', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-1-ownersale.org.', 'carfax-1-ownersale.org', 'combo', '216.117.25.11')
(u'carfax.com', 'carfax-service.com.', 'carfax-service.com', 'combo', '216.239.32.21')
(u'carfax.com', 'carfax-spain.com.', 'carfax-spain.com', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-1-ownersale.ca.', 'carfax-1-ownersale.ca', 'combo', '216.117.25.11')
(u'carfax.com', 'carfad.net.', 'carfad.net', u'typo', '157.7.107.77')
(u'carfax.com', 'carfox.at.', 'carfox.at', u'homo', '77.244.243.51')
(u'carfax.com', 'carfax.de.', 'carfax.de', 'wrongTLD', '213.179.138.242')
(u'carfax.com', 'carfax-portugal.org.', 'carfax-portugal.org', 'combo', '216.117.25.99')
(u'carfax.com', 'carafx.com.', 'carafx.com', u'typo', '50.63.202.18')
(u'carfax.com', 'crafax.com.', 'crafax.com', u'typo', '67.227.226.241')
(u'carfax.com', 'carfax-hungary.com.', 'carfax-hungary.com', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-1-ownersale.net.', 'carfax-1-ownersale.net', 'combo', '216.117.25.11')
(u'carfax.com', 'cartax.co.uk.', 'cartax.co.uk', u'typo', '83.138.190.62')
(u'carfax.com', 'carfax-sweden.org.', 'carfax-sweden.org', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-quebec.com.', 'carfax-quebec.com', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax.uk.', 'carfax.uk', 'wrongTLD', '80.92.65.53')
(u'carfax.com', 'carfax-portugal.net.', 'carfax-portugal.net', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-education.com.', 'carfax-education.com', 'combo', '160.153.16.29')
(u'carfax.com', 'carfax-nunavut.com.', 'carfax-nunavut.com', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-online.com.', 'carfax-online.com', 'combo', '217.160.0.24')
(u'carfax.com', 'carfaxz.com.', 'carfaxz.com', u'typo', '216.117.25.99')
(u'carfax.com', 'carfax-oxford.com.', 'carfax-oxford.com', 'combo', '23.236.62.147')
(u'carfax.com', 'carfax-kroatia.org.', 'carfax-kroatia.org', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-europe.se.', 'carfax-europe.se', 'combo', '80.92.65.53')
(u'carfax.com', 'carfax-1-ownersale.com.', 'carfax-1-ownersale.com', 'combo', '216.117.25.11')
(u'carfax.com', 'carfax-sweden.net.', 'carfax-sweden.net', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-azerbaijan.com.', 'carfax-azerbaijan.com', 'combo', '217.160.231.25')
(u'carfax.com', 'ca4fax.com.', 'ca4fax.com', u'typo', '216.250.120.116')
(u'carfax.com', 'carfax-va.com.', 'carfax-va.com', 'combo', '216.117.25.99')
(u'carfax.com', 'carfox.fr.', 'carfox.fr', u'homo', '80.92.65.53')
(u'carfax.com', 'carfax-financial.com.', 'carfax-financial.com', 'combo', '216.239.36.21')
(u'carfax.com', 'carfzx.com.', 'carfzx.com', u'typo', '45.33.9.234')
(u'carfax.com', 'carcax.com.', 'carcax.com', u'typo', '162.210.196.166')
(u'carfax.com', 'carfax-portugal.com.', 'carfax-portugal.com', 'combo', '216.117.25.99')
(u'carfax.com', 'carfix.mobi.', 'carfix.mobi', u'homo', '194.58.112.174')
(u'carfax.com', 'carfax-buyback.com.', 'carfax-buyback.com', 'combo', '216.239.38.21')
(u'carfax.com', 'carfax-kroatia.net.', 'carfax-kroatia.net', 'combo', '216.117.25.99')
(u'carfax.com', 'cafax.de.', 'cafax.de', u'typo', '89.31.143.1')
(u'carfax.com', 'carfac.lu.', 'carfac.lu', u'typo', '185.95.44.10')
(u'carfax.com', 'carfax.vin.', 'carfax.vin', 'wrongTLD', '80.92.65.53')
(u'carfax.com', 'carfax-sweden.com.', 'carfax-sweden.com', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax.com.pl.', 'carfax.com.pl', 'wrongTLD', '94.23.89.24')
(u'carfax.com', 'carfix.ge.', 'carfix.ge', u'homo', '173.254.28.138')
(u'carfax.com', 'ca5fax.com.', 'ca5fax.com', u'typo', '216.250.120.116')
(u'carfax.com', 'carfax-kroatia.com.', 'carfax-kroatia.com', 'combo', '216.117.25.99')
(u'carfax.com', 'cartax.ie.', 'cartax.ie', u'typo', '85.233.160.22')
(u'carfax.com', 'carfax.asia.', 'carfax.asia', 'wrongTLD', '216.117.25.99')
(u'carfax.com', 'cqrfax.com.', 'cqrfax.com', u'bits', '69.172.201.153')
(u'carfax.com', 'carfax-ng.com.', 'carfax-ng.com', 'combo', '94.136.40.51')
(u'carfax.com', 'carfax-education-baku.com.', 'carfax-education-baku.com', 'combo', '217.160.231.25')
(u'carfax.com', 'carfax-uae.org.', 'carfax-uae.org', 'combo', '82.165.22.132')
(u'carfax.com', 'carfax-russia.org.', 'carfax-russia.org', 'combo', '216.117.25.99')
(u'carfax.com', 'carbax.group.', 'carbax.group', u'bits', '37.9.175.21')
(u'carfax.com', 'carfax-sa.org.', 'carfax-sa.org', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-uae.net.', 'carfax-uae.net', 'combo', '82.165.22.132')
(u'carfax.com', 'free-carfax.com.', 'free-carfax.com', 'combo', '185.53.178.9')
(u'carfax.com', 'carfax-1-owner.org.', 'carfax-1-owner.org', 'combo', '216.117.25.11')
(u'carfax.com', 'cardax.cn.', 'cardax.cn', u'bits', '52.69.166.231')
(u'carfax.com', 'carfax-russia.net.', 'carfax-russia.net', 'combo', '216.117.25.99')
(u'carfax.com', 'carfox.sk.', 'carfox.sk', u'homo', '80.92.65.53')
(u'carfax.com', 'carfax-hungary.info.', 'carfax-hungary.info', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax-manitoba.ca.', 'carfax-manitoba.ca', 'combo', '216.117.25.99')
(u'carfax.com', 'carfax.online.', 'carfax.online', 'wrongTLD', '52.58.78.16')
