(u'wikia.com', 'wikia-service.net.', 'wikia-service.net', 'combo', '151.101.0.194')
(u'wikia.com', 'wiki.vision.', 'wiki.vision', u'typo', '62.149.128.163')
(u'wikia.com', 'wika.fi.', 'wika.fi', u'typo', '62.67.56.196')
(u'wikia.com', 'wikia.porn.', 'wikia.porn', 'wrongTLD', '151.101.64.194')
(u'wikia.com', 'wiki.info.pl.', 'wiki.info.pl', u'typo', '185.27.134.172')
(u'wikia.com', 'wiki.claims.', 'wiki.claims', u'typo', '104.223.15.163')
(u'wikia.com', 'wikia-svc.net.', 'wikia-svc.net', 'combo', '151.101.0.194')
(u'wikia.com', 'wikia.adult.', 'wikia.adult', 'wrongTLD', '151.101.64.194')
(u'wikia.com', 'wikia-dev.pl.', 'wikia-dev.pl', 'combo', '151.101.0.194')
(u'wikia.com', 'wikia-chat.net.', 'wikia-chat.net', 'combo', '151.101.64.194')
(u'wikia.com', 'wikia-chat.net.', 'wikia-chat.net', 'combo', '151.101.192.194')
(u'wikia.com', 'wika.email.', 'wika.email', u'typo', '216.239.38.21')
(u'wikia.com', 'wikis.ru.', 'wikis.ru', u'typo', '194.58.112.174')
(u'wikia.com', 'wikia.net.', 'wikia.net', 'wrongTLD', '151.101.64.194')
(u'wikia.com', 'wiki.vision.', 'wiki.vision', u'typo', '62.149.128.166')
(u'wikia.com', 'wikia-imgs.com.', 'wikia-imgs.com', 'combo', '151.101.0.194')
(u'wikia.com', 'wiki1.org.', 'wiki1.org', u'typo', '54.72.9.51')
(u'wikia.com', 'wikio.com.', 'wikio.com', u'homo', '79.174.225.12')
(u'wikia.com', 'wikiap.com.', 'wikiap.com', u'typo', '208.91.197.132')
(u'wikia.com', 'wikia-service.com.', 'wikia-service.com', 'combo', '151.101.0.194')
(u'wikia.com', 'wikio.com.', 'wikio.com', u'homo', '79.174.225.13')
(u'wikia.com', 'wikia.global.', 'wikia.global', 'wrongTLD', '151.101.128.194')
(u'wikia.com', 'wikia.international.', 'wikia.international', 'wrongTLD', '151.101.64.194')
(u'wikia.com', 'wikia-svc.com.', 'wikia-svc.com', 'combo', '151.101.0.194')
(u'wikia.com', 'wiki.rs.', 'wiki.rs', u'typo', '194.9.94.85')
(u'wikia.com', 'wikia.org.', 'wikia.org', 'wrongTLD', '151.101.0.194')
(u'wikia.com', 'wiki.to.', 'wiki.to', u'typo', '149.56.98.151')
(u'wikia.com', 'wikia-chat.com.', 'wikia-chat.com', 'combo', '151.101.64.194')
(u'wikia.com', 'wikio.com.', 'wikio.com', u'homo', '79.174.225.14')
(u'wikia.com', 'wikia-chat.com.', 'wikia-chat.com', 'combo', '151.101.192.194')
(u'wikia.com', 'wiki.fashion.', 'wiki.fashion', u'typo', '37.58.107.93')
(u'wikia.com', 'wiki.rs.', 'wiki.rs', u'typo', '194.9.94.86')
(u'wikia.com', 'wilia.com.pl.', 'wilia.com.pl', u'typo', '89.161.246.79')
(u'wikia.com', 'wiki.gq.', 'wiki.gq', u'typo', '104.27.182.254')
(u'wikia.com', 'wikia-chat.net.', 'wikia-chat.net', 'combo', '151.101.0.194')
(u'wikia.com', 'wikia.com.hk.', 'wikia.com.hk', 'wrongTLD', '151.101.192.194')
(u'wikia.com', 'wikia.com.hk.', 'wikia.com.hk', 'wrongTLD', '151.101.64.194')
(u'wikia.com', 'wikia.ml.', 'wikia.ml', 'wrongTLD', '93.188.160.190')
(u'wikia.com', 'wiki.miami.', 'wiki.miami', u'typo', '69.172.201.153')
(u'wikia.com', 'wikia.hk.', 'wikia.hk', 'wrongTLD', '151.101.64.194')
(u'wikia.com', 'wikia.net.', 'wikia.net', 'wrongTLD', '151.101.0.194')
(u'wikia.com', 'wiki.social.', 'wiki.social', u'typo', '69.172.201.153')
(u'wikia.com', 'wikja.de.', 'wikja.de', u'typo', '54.72.9.51')
(u'wikia.com', 'wikia-test.org.', 'wikia-test.org', 'combo', '151.101.128.194')
(u'wikia.com', 'wikia.com.pl.', 'wikia.com.pl', 'wrongTLD', '151.101.64.194')
(u'wikia.com', 'wikia.com.pl.', 'wikia.com.pl', 'wrongTLD', '151.101.192.194')
(u'wikia.com', 'wikie.ga.', 'wikie.ga', u'homo', '195.20.54.114')
(u'wikia.com', 'aikia.tk.', 'aikia.tk', u'typo', '195.20.43.186')
(u'wikia.com', 'wiki.uz.', 'wiki.uz', u'typo', '31.170.123.71')
(u'wikia.com', 'wiki.college.', 'wiki.college', u'typo', '162.255.119.250')
(u'wikia.com', 'wikia-chat.com.', 'wikia-chat.com', 'combo', '151.101.0.194')
(u'wikia.com', 'wikia.pl.', 'wikia.pl', 'wrongTLD', '151.101.64.194')
(u'wikia.com', 'wiki.com.', 'wiki.com', u'typo', '66.96.149.1')
(u'wikia.com', 'wikia-test.net.', 'wikia-test.net', 'combo', '151.101.128.194')
(u'wikia.com', 'wiki.amsterdam.', 'wiki.amsterdam', u'typo', '52.58.78.16')
