(u'homeaway.com', 'homewaay.ru.', 'homewaay.ru', u'typo', '146.185.158.93')
(u'homeaway.com', 'homeaway.ro.', 'homeaway.ro', 'wrongTLD', '64.245.55.193')
(u'homeaway.com', 'homeaway-software-for-professional.org.', 'homeaway-software-for-professional.org', 'combo', '66.179.183.15')
(u'homeaway.com', 'homeyaway.com.', 'homeyaway.com', u'typo', '50.63.202.1')
(u'homeaway.com', 'homesaway.biz.', 'homesaway.biz', u'typo', '216.239.36.21')
(u'homeaway.com', 'my-homeaway.net.', 'my-homeaway.net', 'combo', '95.130.17.36')
(u'homeaway.com', 'homeaway-transport.com.', 'homeaway-transport.com', 'combo', '216.239.32.21')
(u'homeaway.com', 'homeaway-booking.com.', 'homeaway-booking.com', 'combo', '216.239.32.21')
(u'homeaway.com', 'homeaway.be.', 'homeaway.be', 'wrongTLD', '66.179.183.15')
(u'homeaway.com', 'homeaway.ec.', 'homeaway.ec', 'wrongTLD', '103.28.249.145')
(u'homeaway.com', 'homeaway.info.', 'homeaway.info', 'wrongTLD', '66.179.183.15')
(u'homeaway.com', 'homeaway-rentals.com.', 'homeaway-rentals.com', 'combo', '62.116.130.8')
(u'homeaway.com', 'homeaway-software-for-professional.net.', 'homeaway-software-for-professional.net', 'combo', '66.179.183.15')
(u'homeaway.com', 'homeaway.com.pl.', 'homeaway.com.pl', 'wrongTLD', '66.179.183.15')
(u'homeaway.com', 'homeaway.events.', 'homeaway.events', 'wrongTLD', '66.179.183.15')
(u'homeaway.com', 'securebooking-homeaway.com.', 'securebooking-homeaway.com', 'combo', '216.239.34.21')
(u'homeaway.com', 'homeaway.co.za.', 'homeaway.co.za', 'wrongTLD', '216.146.46.10')
(u'homeaway.com', 'homeaeay.com.', 'homeaeay.com', u'typo', '66.179.183.15')
(u'homeaway.com', 'homeaway.co.za.', 'homeaway.co.za', 'wrongTLD', '216.146.46.11')
(u'homeaway.com', 'homeaway-software-for-professional.com.', 'homeaway-software-for-professional.com', 'combo', '66.179.183.15')
(u'homeaway.com', 'homeawey.com.', 'homeawey.com', u'homo', '66.179.183.15')
(u'homeaway.com', 'homeaway-madagascar.com.', 'homeaway-madagascar.com', 'combo', '81.169.145.68')
(u'homeaway.com', 'homaway.eu.', 'homaway.eu', u'typo', '66.179.183.15')
(u'homeaway.com', 'homeaway.asia.', 'homeaway.asia', 'wrongTLD', '45.64.64.49')
(u'homeaway.com', 'reservations-homeaway.com.', 'reservations-homeaway.com', 'combo', '216.239.32.21')
(u'homeaway.com', 'homeaway-wifi.com.', 'homeaway-wifi.com', 'combo', '50.63.202.46')
(u'homeaway.com', 'homeavvay.ru.', 'homeavvay.ru', u'homo', '146.185.158.93')
(u'homeaway.com', 'homeawat.ru.', 'homeawat.ru', u'typo', '146.185.158.93')
(u'homeaway.com', 'homeway.su.', 'homeway.su', u'typo', '185.32.58.170')
(u'homeaway.com', 'update-owner-homeaway.com.', 'update-owner-homeaway.com', 'combo', '209.99.40.222')
(u'homeaway.com', 'hiomeaway.com.', 'hiomeaway.com', u'typo', '103.224.212.227')
(u'homeaway.com', 'xomeaway.ru.', 'xomeaway.ru', u'bits', '146.185.158.93')
(u'homeaway.com', 'homneaway.com.', 'homneaway.com', u'typo', '141.8.224.169')
(u'homeaway.com', 'homeaway-rental.com.', 'homeaway-rental.com', 'combo', '104.37.35.95')
