(u'chaturbate.com', 'fr-chaturbate.com.', 'fr-chaturbate.com', 'combo', '151.80.155.237')
(u'chaturbate.com', 'chaterbate.net.', 'chaterbate.net', u'homo', '192.185.20.9')
(u'chaturbate.com', 'chaturbate.mobi.', 'chaturbate.mobi', 'wrongTLD', '52.0.7.30')
(u'chaturbate.com', 'cahturbate.com.', 'cahturbate.com', u'typo', '209.15.13.134')
(u'chaturbate.com', 'chuaturbate.com.', 'chuaturbate.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chaterbate.co.', 'chaterbate.co', u'homo', '69.64.147.35')
(u'chaturbate.com', 'chaturrbate.com.', 'chaturrbate.com', u'typo', '184.168.221.3')
(u'chaturbate.com', 'chatrubate.online.', 'chatrubate.online', u'typo', '37.140.192.89')
(u'chaturbate.com', 'chaturbate.website.', 'chaturbate.website', 'wrongTLD', '104.24.107.226')
(u'chaturbate.com', 'chaturbate.at.', 'chaturbate.at', 'wrongTLD', '54.72.9.51')
(u'chaturbate.com', 'pt-chaturbate.com.', 'pt-chaturbate.com', 'combo', '104.168.192.75')
(u'chaturbate.com', 'chqturbate.com.', 'chqturbate.com', u'bits', '45.33.9.234')
(u'chaturbate.com', 'chatrubate.cf.', 'chatrubate.cf', u'typo', '195.20.55.11')
(u'chaturbate.com', 'hcaturbate.com.', 'hcaturbate.com', u'typo', '46.166.189.98')
(u'chaturbate.com', 'ghaturbate.com.', 'ghaturbate.com', u'bits', '103.224.212.222')
(u'chaturbate.com', 'chaturbate.rocks.', 'chaturbate.rocks', 'wrongTLD', '69.64.147.242')
(u'chaturbate.com', 'chaturbate.com.ar.', 'chaturbate.com.ar', 'wrongTLD', '64.38.230.2')
(u'chaturbate.com', 'chaturbate-sexcams.com.', 'chaturbate-sexcams.com', 'combo', '64.38.230.2')
(u'chaturbate.com', 'chsturbate.com.', 'chsturbate.com', u'typo', '54.72.11.253')
(u'chaturbate.com', 'chaturbatz.com.', 'chaturbatz.com', u'typo', '52.0.7.30')
(u'chaturbate.com', 'chaturbate.fyi.', 'chaturbate.fyi', 'wrongTLD', '107.161.23.204')
(u'chaturbate.com', 'chaturba6e.com.', 'chaturba6e.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chaturbzate.com.', 'chaturbzate.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chatturbate.it.', 'chatturbate.it', u'typo', '149.56.126.237')
(u'chaturbate.com', 'cxhaturbate.com.', 'cxhaturbate.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chaturbate.com.cn.', 'chaturbate.com.cn', 'wrongTLD', '59.24.3.173')
(u'chaturbate.com', 'www-chaturbate.com.', 'www-chaturbate.com', 'combo', '162.210.196.166')
(u'chaturbate.com', 'chaturbate.ltd.', 'chaturbate.ltd', 'wrongTLD', '164.132.212.72')
(u'chaturbate.com', 'chaturbate.net.au.', 'chaturbate.net.au', 'wrongTLD', '64.38.230.2')
(u'chaturbate.com', 'chayurbate.com.', 'chayurbate.com', u'typo', '5.79.68.110')
(u'chaturbate.com', 'chaturvbate.com.', 'chaturvbate.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'www-chaturbate.com.', 'www-chaturbate.com', 'combo', '162.210.196.167')
(u'chaturbate.com', 'chaturbate.pl.', 'chaturbate.pl', 'wrongTLD', '87.98.239.87')
(u'chaturbate.com', 'chaturbazte.com.', 'chaturbazte.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chatu5bate.com.', 'chatu5bate.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chwaturbate.com.', 'chwaturbate.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chaturbate.com.cn.', 'chaturbate.com.cn', 'wrongTLD', '46.82.174.68')
(u'chaturbate.com', 'chaturba5te.com.', 'chaturba5te.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chaturbat3.com.', 'chaturbat3.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'cuaturbate.com.', 'cuaturbate.com', u'typo', '46.166.189.98')
(u'chaturbate.com', 'chaturbate.credit.', 'chaturbate.credit', 'wrongTLD', '107.161.23.204')
(u'chaturbate.com', 'chaturnate.com.', 'chaturnate.com', u'typo', '98.124.245.24')
(u'chaturbate.com', 'chaturbaqte.com.', 'chaturbaqte.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'my-chaturbate-tokens.online.', 'my-chaturbate-tokens.online', 'combo', '66.55.64.221')
(u'chaturbate.com', 'chaturbate.kim.', 'chaturbate.kim', 'wrongTLD', '107.161.23.204')
(u'chaturbate.com', 'chaturbate.to.', 'chaturbate.to', 'wrongTLD', '104.18.39.155')
(u'chaturbate.com', 'www.chaturbate-tokens.com.', 'www.chaturbate-tokens.com', 'combo', '91.237.52.5')
(u'chaturbate.com', 'cjhaturbate.com.', 'cjhaturbate.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chaturbate-token-hack-4u.com.', 'chaturbate-token-hack-4u.com', 'combo', '23.254.129.191')
(u'chaturbate.com', 'chaturbatye.com.', 'chaturbatye.com', u'typo', '5.22.149.135')
(u'chaturbate.com', 'chatubrate.com.', 'chatubrate.com', u'typo', '184.168.221.8')
(u'chaturbate.com', 'chaturbate.dating.', 'chaturbate.dating', 'wrongTLD', '64.38.230.2')
(u'chaturbate.com', 'chatturbate.net.', 'chatturbate.net', u'typo', '69.42.83.123')
(u'chaturbate.com', 'www-chaturbate.com.', 'www-chaturbate.com', 'combo', '81.171.22.5')
(u'chaturbate.com', 'chatturbate.co.', 'chatturbate.co', u'typo', '185.53.179.14')
(u'chaturbate.com', 'caturbate.info.', 'caturbate.info', u'typo', '104.24.109.76')
(u'chaturbate.com', 'chaturbate.ml.', 'chaturbate.ml', 'wrongTLD', '195.20.55.32')
(u'chaturbate.com', 'www-chaturbate.com.', 'www-chaturbate.com', 'combo', '81.171.22.6')
(u'chaturbate.com', 'ru-chaturbate.ru.', 'ru-chaturbate.ru', 'combo', '45.76.92.34')
(u'chaturbate.com', 'chaturgbate.com.', 'chaturgbate.com', u'typo', '209.222.14.3')
(u'chaturbate.com', 'chaturbate.cheap.', 'chaturbate.cheap', 'wrongTLD', '167.114.213.199')
(u'chaturbate.com', 'chaturbate.center.', 'chaturbate.center', 'wrongTLD', '167.114.213.199')
