(u'newegg.com', 'newggg.com.', 'newggg.com', u'bits', '209.15.13.134')
(u'newegg.com', 'neweghg.com.', 'neweghg.com', u'typo', '23.215.104.209')
(u'newegg.com', 'newegg.com.do.', 'newegg.com.do', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.com.fj.', 'newegg.com.fj', 'wrongTLD', '185.26.230.130')
(u'newegg.com', 'newegg.co.za.', 'newegg.co.za', 'wrongTLD', '89.238.79.227')
(u'newegg.com', 'srv2-newegg.co.ma.', 'srv2-newegg.co.ma', 'combo', '62.128.146.40')
(u'newegg.com', 'newegg.io.', 'newegg.io', 'wrongTLD', '204.14.213.202')
(u'newegg.com', 'newegg.com.sg.', 'newegg.com.sg', 'wrongTLD', '204.14.213.160')
(u'newegg.com', 'newegg.cloud.', 'newegg.cloud', 'wrongTLD', '62.149.128.72')
(u'newegg.com', 'newegg.nl.', 'newegg.nl', 'wrongTLD', '46.235.44.33')
(u'newegg.com', 'newegg.cloud.', 'newegg.cloud', 'wrongTLD', '62.149.128.74')
(u'newegg.com', 'newegg.mw.', 'newegg.mw', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.com.gt.', 'newegg.com.gt', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.co.in.', 'newegg.co.in', 'wrongTLD', '199.59.242.150')
(u'newegg.com', 'nuwegg.com.', 'nuwegg.com', u'homo', '185.53.179.6')
(u'newegg.com', 'newegg.lt.', 'newegg.lt', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'neweeg.com.', 'neweeg.com', u'bits', '158.69.143.104')
(u'newegg.com', 'neweg.com.', 'neweg.com', u'typo', '185.26.230.129')
(u'newegg.com', 'newegg.la.', 'newegg.la', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newege.de.', 'newege.de', u'bits', '185.3.232.63')
(u'newegg.com', 'newegb.com.', 'newegb.com', u'typo', '141.8.224.93')
(u'newegg.com', 'neqwegg.com.', 'neqwegg.com', u'typo', '23.215.104.186')
(u'newegg.com', 'nowegg.com.', 'nowegg.com', u'homo', '72.52.4.122')
(u'newegg.com', 'newegg-comm.com.', 'newegg-comm.com', 'combo', '185.26.230.129')
(u'newegg.com', 'newegg.site.', 'newegg.site', 'wrongTLD', '118.193.11.34')
(u'newegg.com', 'newegg-network.net.', 'newegg-network.net', 'combo', '185.26.230.129')
(u'newegg.com', 'newregg.com.', 'newregg.com', u'typo', '141.8.224.93')
(u'newegg.com', 'newegg.ms.', 'newegg.ms', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newrgg.com.', 'newrgg.com', u'typo', '198.50.233.232')
(u'newegg.com', 'newebg.com.', 'newebg.com', u'typo', '162.210.196.166')
(u'newegg.com', 'newegg.de.', 'newegg.de', 'wrongTLD', '216.21.239.197')
(u'newegg.com', 'newegg.bi.', 'newegg.bi', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newebg.com.', 'newebg.com', u'typo', '162.210.196.167')
(u'newegg.com', 'neweggy.com.', 'neweggy.com', u'typo', '50.63.202.24')
(u'newegg.com', 'newegg-network.com.', 'newegg-network.com', 'combo', '185.26.230.129')
(u'newegg.com', 'newebg.com.', 'newebg.com', u'typo', '162.210.196.168')
(u'newegg.com', 'mewegg.com.cn.', 'mewegg.com.cn', u'homo', '119.28.76.164')
(u'newegg.com', 'newdegg.com.', 'newdegg.com', u'typo', '69.162.80.51')
(u'newegg.com', 'newdegg.com.', 'newdegg.com', u'typo', '69.162.80.52')
(u'newegg.com', 'newegg.com.pa.', 'newegg.com.pa', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'neweggs.com.', 'neweggs.com', u'typo', '209.15.13.134')
(u'newegg.com', 'newegg.nr.', 'newegg.nr', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'nerwegg.com.', 'nerwegg.com', u'typo', '185.53.179.6')
(u'newegg.com', 'newegg.co.uk.', 'newegg.co.uk', 'wrongTLD', '216.52.208.160')
(u'newegg.com', 'newegg.ch.', 'newegg.ch', 'wrongTLD', '72.52.4.122')
(u'newegg.com', 'newegg.ki.', 'newegg.ki', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newebg.com.', 'newebg.com', u'typo', '81.171.22.7')
(u'newegg.com', 'newegg.gp.', 'newegg.gp', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newagg.ca.', 'newagg.ca', u'homo', '185.53.179.7')
(u'newegg.com', 'newegg.tm.', 'newegg.tm', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.xin.', 'newegg.xin', 'wrongTLD', '121.41.89.81')
(u'newegg.com', 'newegg.fm.', 'newegg.fm', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newefg.com.', 'newefg.com', u'bits', '50.63.202.8')
(u'newegg.com', 'newogg.com.', 'newogg.com', u'homo', '209.15.13.134')
(u'newegg.com', 'newegg-hk.com.hk.', 'newegg-hk.com.hk', 'combo', '203.119.2.45')
(u'newegg.com', 'newegg.co.nz.', 'newegg.co.nz', 'wrongTLD', '204.14.213.160')
(u'newegg.com', 'newegg.mk.', 'newegg.mk', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.cd.', 'newegg.cd', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.com.sb.', 'newegg.com.sb', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'nbewegg.com.', 'nbewegg.com', u'typo', '50.63.202.5')
(u'newegg.com', 'newegg.com.ai.', 'newegg.com.ai', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.net.nz.', 'newegg.net.nz', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.gl.', 'newegg.gl', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'neweg.com.cn.', 'neweg.com.cn', u'typo', '192.69.199.28')
(u'newegg.com', 'newegtg.com.', 'newegtg.com', u'typo', '103.224.182.245')
(u'newegg.com', 'newagg.com.', 'newagg.com', u'homo', '199.59.242.150')
(u'newegg.com', 'newegg.fi.', 'newegg.fi', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newugg.com.', 'newugg.com', u'homo', '184.168.221.37')
(u'newegg.com', 'neweff.com.', 'neweff.com', u'typo', '98.130.220.3')
(u'newegg.com', 'newegg.ie.', 'newegg.ie', 'wrongTLD', '216.52.208.160')
(u'newegg.com', 'newegg.am.', 'newegg.am', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.dk.', 'newegg.dk', 'wrongTLD', '204.14.213.160')
(u'newegg.com', 'newegg-cell.com.', 'newegg-cell.com', 'combo', '185.26.230.129')
(u'newegg.com', 'neuegg.com.', 'neuegg.com', u'bits', '199.191.50.73')
(u'newegg.com', 'newdegg.com.', 'newdegg.com', u'typo', '69.162.80.60')
(u'newegg.com', 'newegg-magazine.com.', 'newegg-magazine.com', 'combo', '164.132.235.17')
(u'newegg.com', 'nesegg.com.', 'nesegg.com', u'bits', '209.15.13.134')
(u'newegg.com', 'newwgg.com.', 'newwgg.com', u'typo', '199.59.242.150')
(u'newegg.com', 'newegg.website.', 'newegg.website', 'wrongTLD', '69.175.44.74')
(u'newegg.com', 'newegg.co.ke.', 'newegg.co.ke', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newegg.com.vc.', 'newegg.com.vc', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'newehg.com.', 'newehg.com', u'typo', '184.168.221.27')
(u'newegg.com', 'newegg.it.ao.', 'newegg.it.ao', 'wrongTLD', '87.98.206.102')
(u'newegg.com', 'neqwegg.com.', 'neqwegg.com', u'typo', '64.86.206.107')
(u'newegg.com', 'tech-neweggs.com.', 'tech-neweggs.com', 'combo', '211.18.228.34')
(u'newegg.com', 'newegg.co.kr.', 'newegg.co.kr', 'wrongTLD', '104.31.66.199')
(u'newegg.com', 'newagg.com.cn.', 'newagg.com.cn', u'homo', '192.69.199.28')
(u'newegg.com', 'neweg.ca.', 'neweg.ca', u'typo', '67.227.226.241')
(u'newegg.com', 'newegg.nu.', 'newegg.nu', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'bewegg.com.', 'bewegg.com', u'typo', '103.224.182.252')
(u'newegg.com', 'nedwegg.com.', 'nedwegg.com', u'typo', '103.224.212.249')
(u'newegg.com', 'newegg.gd.', 'newegg.gd', 'wrongTLD', '185.26.230.129')
(u'newegg.com', 'nmewegg.com.', 'nmewegg.com', u'typo', '23.215.104.209')
(u'newegg.com', 'neqegg.com.', 'neqegg.com', u'typo', '185.53.178.6')
(u'newegg.com', 'newqegg.com.', 'newqegg.com', u'typo', '185.53.178.9')
(u'newegg.com', 'newdgg.com.', 'newdgg.com', u'bits', '103.224.212.199')
(u'newegg.com', 'nweegg.com.cn.', 'nweegg.com.cn', u'typo', '103.48.5.41')
(u'newegg.com', 'newegg-dvd.com.', 'newegg-dvd.com', 'combo', '185.26.230.129')
(u'newegg.com', 'newegy.com.', 'newegy.com', u'typo', '216.239.38.21')
