(u'qatarairways.com', 'qatarairway.net.', 'qatarairway.net', u'typo', '184.168.221.9')
(u'qatarairways.com', 'qataraurways.com.', 'qataraurways.com', u'homo', '208.73.211.165')
(u'qatarairways.com', 'qatarairwayys.com.', 'qatarairwayys.com', u'typo', '95.211.219.66')
(u'qatarairways.com', 'qatarairwayys.com.', 'qatarairwayys.com', u'typo', '95.211.219.67')
(u'qatarairways.com', 'qatarairways.online.', 'qatarairways.online', 'wrongTLD', '72.52.4.119')
(u'qatarairways.com', 'qatarairways.com.ph.', 'qatarairways.com.ph', 'wrongTLD', '45.79.222.138')
(u'qatarairways.com', 'qatarairways.website.', 'qatarairways.website', 'wrongTLD', '72.52.4.119')
(u'qatarairways.com', 'qatarairways.xyz.', 'qatarairways.xyz', 'wrongTLD', '72.52.4.119')
(u'qatarairways.com', 'watarairways.com.', 'watarairways.com', u'typo', '208.73.210.202')
(u'qatarairways.com', 'qataarairways.com.', 'qataarairways.com', u'typo', '208.73.210.202')
(u'qatarairways.com', 'qatar-airways.de.', 'qatar-airways.de', u'typo', '212.20.161.1')
(u'qatarairways.com', 'qatarairays.com.', 'qatarairays.com', u'typo', '85.159.233.40')
(u'qatarairways.com', 'web-qatarairways.com.', 'web-qatarairways.com', 'combo', '212.227.247.14')
(u'qatarairways.com', 'qatarairwayd.com.', 'qatarairwayd.com', u'typo', '64.86.206.106')
(u'qatarairways.com', 'qatarairweys.com.', 'qatarairweys.com', u'homo', '208.73.210.202')
(u'qatarairways.com', 'qatarairways.rw.', 'qatarairways.rw', 'wrongTLD', '199.73.55.35')
(u'qatarairways.com', 'qatarairway.org.', 'qatarairway.org', u'typo', '50.63.202.4')
(u'qatarairways.com', 'qatarairways.co.in.', 'qatarairways.co.in', 'wrongTLD', '72.52.4.122')
(u'qatarairways.com', 'qatarairways-fr-nl.com.', 'qatarairways-fr-nl.com', 'combo', '217.70.184.38')
(u'qatarairways.com', 'qaterairways.de.', 'qaterairways.de', u'homo', '91.195.241.71')
(u'qatarairways.com', 'aqtarairways.com.', 'aqtarairways.com', u'typo', '216.97.231.170')
(u'qatarairways.com', 'qatarairwsys.com.', 'qatarairwsys.com', u'typo', '64.86.206.106')
(u'qatarairways.com', 'qatarairways.eu.', 'qatarairways.eu', 'wrongTLD', '212.20.161.1')
(u'qatarairways.com', 'qatorairways.com.', 'qatorairways.com', u'homo', '72.52.4.119')
(u'qatarairways.com', 'qatarairway.de.', 'qatarairway.de', u'typo', '208.73.211.177')
(u'qatarairways.com', 'qataarirways.com.', 'qataarirways.com', u'typo', '185.53.178.9')
(u'qatarairways.com', 'qatarairwayd.com.', 'qatarairwayd.com', u'typo', '23.215.104.176')
(u'qatarairways.com', 'qatraairways.com.', 'qatraairways.com', u'typo', '208.73.211.177')
(u'qatarairways.com', 'qatarairways.lt.', 'qatarairways.lt', 'wrongTLD', '199.73.55.35')
