(u'creditkarma.com', 'creditkarma-loans.pw.', 'creditkarma-loans.pw', 'combo', '141.8.226.58')
(u'creditkarma.com', 'crdeitkarma.com.', 'crdeitkarma.com', u'typo', '72.52.4.122')
(u'creditkarma.com', 'creditkwrma.com.', 'creditkwrma.com', u'typo', '207.244.67.139')
(u'creditkarma.com', 'credi5karma.com.', 'credi5karma.com', u'typo', '165.160.15.20')
(u'creditkarma.com', 'creditkarmac.com.', 'creditkarmac.com', u'typo', '54.72.9.51')
(u'creditkarma.com', 'crediktarma.com.', 'crediktarma.com', u'typo', '54.72.9.51')
(u'creditkarma.com', 'taxes-creditkarma.com.', 'taxes-creditkarma.com', 'combo', '165.160.13.20')
(u'creditkarma.com', 'creditkarmma.com.', 'creditkarmma.com', u'typo', '98.124.199.61')
(u'creditkarma.com', 'cvreditkarma.com.', 'cvreditkarma.com', u'typo', '185.53.179.8')
(u'creditkarma.com', 'tax-creditkarma.net.', 'tax-creditkarma.net', 'combo', '165.160.15.20')
(u'creditkarma.com', 'crerditkarma.com.', 'crerditkarma.com', u'typo', '98.124.199.90')
(u'creditkarma.com', 'creditkarma.news.', 'creditkarma.news', 'wrongTLD', '165.160.13.20')
(u'creditkarma.com', 'creitkarma.com.', 'creitkarma.com', u'typo', '98.124.199.46')
(u'creditkarma.com', 'sreditkarma.com.', 'sreditkarma.com', u'bits', '165.160.15.20')
(u'creditkarma.com', 'creditkarmas.com.', 'creditkarmas.com', u'typo', '98.124.199.7')
(u'creditkarma.com', 'creditkarma.engineering.', 'creditkarma.engineering', 'wrongTLD', '165.160.13.20')
(u'creditkarma.com', 'creditkafma.com.', 'creditkafma.com', u'typo', '199.59.242.150')
(u'creditkarma.com', 'creditcarma.com.', 'creditcarma.com', u'bits', '165.160.15.20')
(u'creditkarma.com', 'creditkmarma.com.', 'creditkmarma.com', u'typo', '185.53.178.8')
(u'creditkarma.com', 'cresitkarma.com.', 'cresitkarma.com', u'typo', '75.126.100.18')
(u'creditkarma.com', 'tax-creditkarma.com.', 'tax-creditkarma.com', 'combo', '165.160.15.20')
(u'creditkarma.com', 'creditkarmw.com.', 'creditkarmw.com', u'typo', '165.160.15.20')
(u'creditkarma.com', 'creditkarma.es.', 'creditkarma.es', 'wrongTLD', '199.59.242.150')
(u'creditkarma.com', 'cxreditkarma.com.', 'cxreditkarma.com', u'typo', '185.53.178.8')
(u'creditkarma.com', 'creditgkarma.com.', 'creditgkarma.com', u'typo', '141.8.224.93')
(u'creditkarma.com', 'creditkarmi.com.', 'creditkarmi.com', u'homo', '185.53.178.6')
(u'creditkarma.com', 'creditkarma.cloud.', 'creditkarma.cloud', 'wrongTLD', '69.64.147.242')
(u'creditkarma.com', 'crdditkarma.com.', 'crdditkarma.com', u'bits', '75.126.100.24')
(u'creditkarma.com', 'xreditkarma.com.', 'xreditkarma.com', u'typo', '185.53.178.9')
(u'creditkarma.com', 'creditkarms.com.', 'creditkarms.com', u'typo', '72.52.4.122')
(u'creditkarma.com', 'creditcarma.online.', 'creditcarma.online', u'bits', '192.64.119.55')
(u'creditkarma.com', 'cred9tkarma.com.', 'cred9tkarma.com', u'typo', '165.160.15.20')
(u'creditkarma.com', 'credlitkarma.com.', 'credlitkarma.com', u'homo', '72.52.4.122')
(u'creditkarma.com', 'creditjarma.com.', 'creditjarma.com', u'bits', '103.224.212.244')
(u'creditkarma.com', 'crwditkarma.com.', 'crwditkarma.com', u'typo', '208.73.210.202')
(u'creditkarma.com', 'creditkarmaz.com.', 'creditkarmaz.com', u'typo', '208.73.210.217')
(u'creditkarma.com', 'creditkarrma.com.', 'creditkarrma.com', u'typo', '98.124.199.110')
(u'creditkarma.com', 'credi5karma.com.', 'credi5karma.com', u'typo', '165.160.13.20')
(u'creditkarma.com', 'ceditkarma.com.', 'ceditkarma.com', u'typo', '98.124.199.74')
(u'creditkarma.com', 'creditkasma.com.', 'creditkasma.com', u'bits', '199.59.242.150')
(u'creditkarma.com', 'tax-creditkarma.net.', 'tax-creditkarma.net', 'combo', '165.160.13.20')
(u'creditkarma.com', 'creditcarma.com.', 'creditcarma.com', u'bits', '165.160.13.20')
(u'creditkarma.com', 'sreditkarma.com.', 'sreditkarma.com', u'bits', '165.160.13.20')
(u'creditkarma.com', 'creditkarmz.com.', 'creditkarmz.com', u'typo', '54.72.9.51')
(u'creditkarma.com', 'creeditkarma.com.', 'creeditkarma.com', u'typo', '72.52.4.122')
(u'creditkarma.com', 'cresditkarma.com.', 'cresditkarma.com', u'typo', '54.72.9.51')
(u'creditkarma.com', 'tax-creditkarma.com.', 'tax-creditkarma.com', 'combo', '165.160.13.20')
(u'creditkarma.com', 'creditkarmal.com.', 'creditkarmal.com', u'typo', '162.210.196.166')
(u'creditkarma.com', 'creditkarmw.com.', 'creditkarmw.com', u'typo', '165.160.13.20')
(u'creditkarma.com', 'creditkarmal.com.', 'creditkarmal.com', u'typo', '162.210.196.167')
(u'creditkarma.com', 'creditkara.com.', 'creditkara.com', u'typo', '72.52.4.122')
