(u'weightwatchers.com', 'weightqatchers.com.', 'weightqatchers.com', u'typo', '199.59.242.150')
(u'weightwatchers.com', 'weightwatchers-cereal.com.', 'weightwatchers-cereal.com', 'combo', '165.160.15.20')
(u'weightwatchers.com', 'weightwatchers-wohlfuehlwochen.de.', 'weightwatchers-wohlfuehlwochen.de', 'combo', '54.72.9.51')
(u'weightwatchers.com', 'weightwatchers.ca.', 'weightwatchers.ca', 'wrongTLD', '208.44.221.62')
(u'weightwatchers.com', 'weightwatchers-gesazimmermann.de.', 'weightwatchers-gesazimmermann.de', 'combo', '85.13.145.15')
(u'weightwatchers.com', 'weightwwatchers.de.', 'weightwwatchers.de', u'typo', '109.230.239.160')
(u'weightwatchers.com', 'weightwatcher.net.', 'weightwatcher.net', u'typo', '217.19.248.132')
(u'weightwatchers.com', 'weightswatchers.com.', 'weightswatchers.com', u'typo', '208.91.196.125')
(u'weightwatchers.com', 'weightwatchers-dagmarhasenbalg.de.', 'weightwatchers-dagmarhasenbalg.de', 'combo', '217.160.231.80')
(u'weightwatchers.com', 'weightwotchers.de.', 'weightwotchers.de', u'homo', '185.53.178.9')
(u'weightwatchers.com', 'weightwathcers.ca.', 'weightwathcers.ca', u'typo', '65.17.208.53')
(u'weightwatchers.com', 'weightwatchers.store.', 'weightwatchers.store', 'wrongTLD', '217.19.248.132')
(u'weightwatchers.com', 'weightwatchrrs.co.uk.', 'weightwatchrrs.co.uk', u'typo', '85.25.199.30')
(u'weightwatchers.com', 'weightweatchers.com.', 'weightweatchers.com', u'typo', '209.15.13.134')
(u'weightwatchers.com', 'weightwatchers.com.jm.', 'weightwatchers.com.jm', 'wrongTLD', '217.19.248.132')
(u'weightwatchers.com', 'weghtwatchers.de.', 'weghtwatchers.de', u'typo', '85.17.10.131')
(u'weightwatchers.com', 'waightwatchers.ca.', 'waightwatchers.ca', u'homo', '65.17.208.53')
(u'weightwatchers.com', 'weightwatshers.com.', 'weightwatshers.com', u'bits', '67.227.226.241')
(u'weightwatchers.com', 'weightwathcers.de.', 'weightwathcers.de', u'typo', '72.52.4.120')
(u'weightwatchers.com', 'weightwatchers.info.', 'weightwatchers.info', 'wrongTLD', '217.19.248.132')
(u'weightwatchers.com', 'weigthwatchers.com.', 'weigthwatchers.com', u'typo', '67.227.226.241')
(u'weightwatchers.com', 'weigtwatchers.ch.', 'weigtwatchers.ch', u'typo', '185.53.179.8')
(u'weightwatchers.com', 'weightwatcners.com.', 'weightwatcners.com', u'typo', '43.245.162.42')
(u'weightwatchers.com', 'weghtwatchers.com.', 'weghtwatchers.com', u'typo', '66.96.149.1')
(u'weightwatchers.com', 'weightwatcvhers.com.', 'weightwatcvhers.com', u'typo', '95.211.219.66')
(u'weightwatchers.com', 'weighwtatchers.com.', 'weighwtatchers.com', u'typo', '185.53.178.8')
(u'weightwatchers.com', 'weightwatcvhers.com.', 'weightwatcvhers.com', u'typo', '95.211.219.67')
(u'weightwatchers.com', 'weightwatches.ca.', 'weightwatches.ca', u'typo', '199.59.242.150')
(u'weightwatchers.com', 'weigghtwatchers.com.', 'weigghtwatchers.com', u'typo', '46.166.189.98')
(u'weightwatchers.com', 'weightwatchers-in-de-winkel.be.', 'weightwatchers-in-de-winkel.be', 'combo', '138.201.36.91')
(u'weightwatchers.com', 'weightwatchera.com.', 'weightwatchera.com', u'typo', '208.73.210.202')
(u'weightwatchers.com', 'weightwatcher.biz.', 'weightwatcher.biz', u'typo', '141.8.225.31')
(u'weightwatchers.com', 'weightwatchere.com.', 'weightwatchere.com', u'typo', '208.73.211.165')
(u'weightwatchers.com', 'weightwatches.de.', 'weightwatches.de', u'typo', '72.52.4.120')
(u'weightwatchers.com', 'weightwatchers.sg.', 'weightwatchers.sg', 'wrongTLD', '217.19.248.132')
(u'weightwatchers.com', 'weightwatchers-cereal.com.', 'weightwatchers-cereal.com', 'combo', '165.160.13.20')
(u'weightwatchers.com', 'weightwatvhers.com.', 'weightwatvhers.com', u'typo', '217.19.248.132')
(u'weightwatchers.com', 'weightwatchers-lebensmittel.com.', 'weightwatchers-lebensmittel.com', 'combo', '134.119.24.27')
(u'weightwatchers.com', 'weightwatcherw.com.', 'weightwatcherw.com', u'bits', '43.245.162.42')
(u'weightwatchers.com', 'weigtwatchers.fr.', 'weigtwatchers.fr', u'typo', '217.19.248.132')
(u'weightwatchers.com', 'weightwatchers-center.com.', 'weightwatchers-center.com', 'combo', '89.31.143.1')
(u'weightwatchers.com', 'weightewatchers.com.', 'weightewatchers.com', u'typo', '209.15.13.134')
(u'weightwatchers.com', 'wweightwatchers.com.', 'wweightwatchers.com', u'typo', '103.224.182.252')
(u'weightwatchers.com', 'weightwatchers.at.', 'weightwatchers.at', 'wrongTLD', '134.119.77.34')
(u'weightwatchers.com', 'vveightvvatchers.com.', 'vveightvvatchers.com', u'homo', '104.16.90.230')
(u'weightwatchers.com', 'weightwaatchers.com.', 'weightwaatchers.com', u'typo', '103.224.182.252')
(u'weightwatchers.com', 'wightwatchers.com.', 'wightwatchers.com', u'typo', '216.157.88.22')
(u'weightwatchers.com', 'weightwatchgers.com.', 'weightwatchgers.com', u'typo', '38.126.22.85')
(u'weightwatchers.com', 'weightwatcherd.com.', 'weightwatcherd.com', u'typo', '72.52.4.120')
(u'weightwatchers.com', 'weigtwatchers.com.', 'weigtwatchers.com', u'typo', '103.224.182.252')
(u'weightwatchers.com', 'weightwatchers.ch.', 'weightwatchers.ch', 'wrongTLD', '208.44.221.62')
(u'weightwatchers.com', 'weightwatchers.fm.', 'weightwatchers.fm', 'wrongTLD', '173.230.131.38')
(u'weightwatchers.com', 'weightwatchers-puntenlijst.com.', 'weightwatchers-puntenlijst.com', 'combo', '72.52.4.120')
(u'weightwatchers.com', 'weigthtwatchers.com.', 'weigthtwatchers.com', u'typo', '95.211.219.65')
(u'weightwatchers.com', 'weightwqatchers.com.', 'weightwqatchers.com', u'typo', '54.235.212.68')
(u'weightwatchers.com', 'weightwatchwrs.com.', 'weightwatchwrs.com', u'typo', '85.159.233.40')
(u'weightwatchers.com', 'weightwatchwrs.com.', 'weightwatchwrs.com', u'typo', '85.159.233.41')
(u'weightwatchers.com', 'weightwachers.de.', 'weightwachers.de', u'typo', '54.72.9.51')
(u'weightwatchers.com', 'weightwatchers.org.es.', 'weightwatchers.org.es', 'wrongTLD', '217.19.248.132')
(u'weightwatchers.com', 'weightwatchers-online.de.', 'weightwatchers-online.de', 'combo', '185.53.179.8')
(u'weightwatchers.com', 'weightwatchers-scales.com.', 'weightwatchers-scales.com', 'combo', '217.19.248.132')
(u'weightwatchers.com', 'weightwatchefs.com.', 'weightwatchefs.com', u'typo', '43.245.162.42')
(u'weightwatchers.com', 'weightwastchers.com.', 'weightwastchers.com', u'typo', '103.224.182.214')
(u'weightwatchers.com', 'weightwatchers-success.ch.', 'weightwatchers-success.ch', 'combo', '194.165.44.45')
(u'weightwatchers.com', 'weyghtwatchers.com.', 'weyghtwatchers.com', u'bits', '184.168.221.61')
(u'weightwatchers.com', 'hannover-weightwatchers.com.', 'hannover-weightwatchers.com', 'combo', '81.169.145.93')
(u'weightwatchers.com', 'weightwatcheres.com.', 'weightwatcheres.com', u'typo', '85.159.233.55')
(u'weightwatchers.com', 'vveightvvatchers.com.', 'vveightvvatchers.com', u'homo', '104.16.88.230')
