(u'zappos.com', 'zappos-couture.com.', 'zappos-couture.com', 'combo', '216.146.46.10')
(u'zappos.com', 'tappos.com.', 'tappos.com', u'typo', '62.116.130.8')
(u'zappos.com', 'zappos.xyz.', 'zappos.xyz', 'wrongTLD', '213.212.81.71')
(u'zappos.com', 'zappos-couture.com.', 'zappos-couture.com', 'combo', '216.146.46.11')
(u'zappos.com', 'cn-zappos.org.', 'cn-zappos.org', 'combo', '93.191.168.52')
(u'zappos.com', 'zappos.vegas.', 'zappos.vegas', 'wrongTLD', '212.95.239.234')
(u'zappos.com', 'zappos-fan.com.', 'zappos-fan.com', 'combo', '216.146.46.10')
(u'zappos.com', 'zappos.com.tw.', 'zappos.com.tw', 'wrongTLD', '66.209.92.153')
(u'zappos.com', 'tappos.it.', 'tappos.it', u'typo', '62.149.128.72')
(u'zappos.com', 'zappos-fan.com.', 'zappos-fan.com', 'combo', '216.146.46.11')
(u'zappos.com', 'zappo.org.', 'zappo.org', u'typo', '206.124.143.232')
(u'zappos.com', 'cn-zappos.net.', 'cn-zappos.net', 'combo', '93.191.168.52')
(u'zappos.com', 'zappox.com.', 'zappox.com', u'typo', '23.253.58.227')
(u'zappos.com', 'zappo.com.ua.', 'zappo.com.ua', u'typo', '185.68.16.51')
(u'zappos.com', 'zppos.ca.', 'zppos.ca', u'typo', '72.3.202.136')
(u'zappos.com', 'zapposw.com.', 'zapposw.com', u'typo', '216.146.46.10')
(u'zappos.com', 'zappo.biz.', 'zappo.biz', u'typo', '195.63.61.219')
(u'zappos.com', 'tappos.it.', 'tappos.it', u'typo', '62.149.128.74')
(u'zappos.com', 'zapposw.com.', 'zapposw.com', u'typo', '216.146.46.11')
(u'zappos.com', 'zappo.net.', 'zappo.net', u'typo', '206.124.143.232')
(u'zappos.com', 'zappos.co.il.', 'zappos.co.il', 'wrongTLD', '62.128.57.53')
(u'zappos.com', 'zalpos.com.', 'zalpos.com', u'typo', '54.183.99.63')
(u'zappos.com', 'zapos.de.', 'zapos.de', u'typo', '1.3.3.7')
(u'zappos.com', 'shop-zappos.com.', 'shop-zappos.com', 'combo', '216.146.46.10')
(u'zappos.com', 'shop-zappos.com.', 'shop-zappos.com', 'combo', '216.146.46.11')
(u'zappos.com', 'cn-zappos.com.', 'cn-zappos.com', 'combo', '93.191.168.52')
(u'zappos.com', 'zappos.kaufen.', 'zappos.kaufen', 'wrongTLD', '212.95.239.234')
(u'zappos.com', 'vip-zappos.com.', 'vip-zappos.com', 'combo', '216.146.46.10')
(u'zappos.com', 'zappos-uk.com.', 'zappos-uk.com', 'combo', '216.146.46.10')
(u'zappos.com', 'zappos-shoe-superstore.com.', 'zappos-shoe-superstore.com', 'combo', '216.146.46.10')
(u'zappos.com', 'vip-zappos.com.', 'vip-zappos.com', 'combo', '216.146.46.11')
(u'zappos.com', 'zappos-shoe-superstore.com.', 'zappos-shoe-superstore.com', 'combo', '216.146.46.11')
(u'zappos.com', 'zippos.in.ua.', 'zippos.in.ua', u'homo', '5.79.66.145')
(u'zappos.com', 'zappos-cheapshoes.com.', 'zappos-cheapshoes.com', 'combo', '216.146.46.10')
(u'zappos.com', 'zappox.com.', 'zappox.com', u'typo', '176.34.241.253')
(u'zappos.com', 'zappos-uk.com.', 'zappos-uk.com', 'combo', '216.146.46.11')
(u'zappos.com', 'zappos-cheapshoes.com.', 'zappos-cheapshoes.com', 'combo', '216.146.46.11')
(u'zappos.com', 'zapps.me.', 'zapps.me', u'typo', '104.28.3.143')
(u'zappos.com', 'zappos-buydiscout.com.', 'zappos-buydiscout.com', 'combo', '72.52.10.14')
(u'zappos.com', 'zappos.co.', 'zappos.co', 'wrongTLD', '208.91.37.64')
(u'zappos.com', 'zappos-coupon-code.info.', 'zappos-coupon-code.info', 'combo', '46.242.157.109')
(u'zappos.com', 'sappos.nl.', 'sappos.nl', u'typo', '141.138.169.208')
