(u'netflix.com', 'netflix.vc.', 'netflix.vc', 'wrongTLD', '52.22.109.254')
(u'netflix.com', 'netflix.com.pl.', 'netflix.com.pl', 'wrongTLD', '54.173.236.168')
(u'netflix.com', 'netflix.re.', 'netflix.re', 'wrongTLD', '54.210.249.153')
(u'netflix.com', 'netflex.fi.', 'netflex.fi', u'homo', '216.146.46.11')
(u'netflix.com', 'netflix.ai.', 'netflix.ai', 'wrongTLD', '54.85.113.213')
(u'netflix.com', 'netflix.bs.', 'netflix.bs', 'wrongTLD', '54.172.208.117')
(u'netflix.com', 'netflix.uk.', 'netflix.uk', 'wrongTLD', '52.2.218.47')
(u'netflix.com', 'netflix.ba.', 'netflix.ba', 'wrongTLD', '34.202.116.227')
(u'netflix.com', 'netflix.ac.', 'netflix.ac', 'wrongTLD', '52.1.137.138')
(u'netflix.com', 'netflix.co.il.', 'netflix.co.il', 'wrongTLD', '52.7.207.34')
(u'netflix.com', 'netflix.cg.', 'netflix.cg', 'wrongTLD', '52.54.2.184')
(u'netflix.com', 'netflix.ws.', 'netflix.ws', 'wrongTLD', '52.72.133.109')
(u'netflix.com', 'netflix.ind.in.', 'netflix.ind.in', 'wrongTLD', '54.236.97.212')
(u'netflix.com', 'netflix.by.', 'netflix.by', 'wrongTLD', '52.204.6.12')
(u'netflix.com', 'netflix.bo.', 'netflix.bo', 'wrongTLD', '52.6.46.135')
(u'netflix.com', 'netflix.it.', 'netflix.it', 'wrongTLD', '52.86.204.96')
(u'netflix.com', 'netflix.bz.', 'netflix.bz', 'wrongTLD', '54.165.102.104')
(u'netflix.com', 'netflix.cg.', 'netflix.cg', 'wrongTLD', '52.71.55.159')
(u'netflix.com', 'netflix.ps.', 'netflix.ps', 'wrongTLD', '107.23.64.107')
(u'netflix.com', 'netflix.com.sg.', 'netflix.com.sg', 'wrongTLD', '52.21.114.203')
(u'netflix.com', 'netflix-recadastramento2017.com.', 'netflix-recadastramento2017.com', 'combo', '108.167.137.216')
(u'netflix.com', 'netflix.ht.', 'netflix.ht', 'wrongTLD', '54.164.216.120')
(u'netflix.com', 'netflix.ht.', 'netflix.ht', 'wrongTLD', '52.2.92.60')
(u'netflix.com', 'netflix.co.hu.', 'netflix.co.hu', 'wrongTLD', '52.22.244.167')
(u'netflix.com', 'netflix.ms.', 'netflix.ms', 'wrongTLD', '52.86.60.122')
(u'netflix.com', 'netflix.ms.', 'netflix.ms', 'wrongTLD', '52.202.33.221')
(u'netflix.com', 'netflix.sv.', 'netflix.sv', 'wrongTLD', '52.44.244.231')
(u'netflix.com', 'netflix.com.jo.', 'netflix.com.jo', 'wrongTLD', '52.3.120.223')
(u'netflix.com', 'netflixa.se.', 'netflixa.se', u'typo', '185.53.179.8')
(u'netflix.com', 'netflix.lu.', 'netflix.lu', 'wrongTLD', '52.203.83.248')
(u'netflix.com', 'netflix.az.', 'netflix.az', 'wrongTLD', '52.22.105.255')
(u'netflix.com', 'netflix.ws.', 'netflix.ws', 'wrongTLD', '54.173.236.168')
(u'netflix.com', 'www-netflix.com.', 'www-netflix.com', 'combo', '65.254.227.240')
