(u'edmunds.com', 'exmunds.com.', 'exmunds.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'edmonds.legal.', 'edmonds.legal', u'homo', '69.28.199.230')
(u'edmunds.com', 'edmund.london.', 'edmund.london', u'typo', '88.214.207.96')
(u'edmunds.com', 'edmunds-mx.com.', 'edmunds-mx.com', 'combo', '1.2.3.4')
(u'edmunds.com', 'edmund.rocks.', 'edmund.rocks', u'typo', '69.172.201.153')
(u'edmunds.com', 'edmuhds.com.', 'edmuhds.com', u'typo', '151.101.64.204')
(u'edmunds.com', 'edunds.com.', 'edunds.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'sdmunds.com.', 'sdmunds.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'edjunds.com.', 'edjunds.com', u'typo', '151.101.192.204')
(u'edmunds.com', 'edmuns.net.', 'edmuns.net', u'typo', '151.101.128.204')
(u'edmunds.com', 'edmunbds.com.', 'edmunbds.com', u'typo', '199.191.50.73')
(u'edmunds.com', 'edmundd.com.', 'edmundd.com', u'typo', '151.101.192.204')
(u'edmunds.com', 'ebmunds.com.', 'ebmunds.com', u'homo', '185.53.177.30')
(u'edmunds.com', 'edmujds.com.', 'edmujds.com', u'bits', '151.101.192.204')
(u'edmunds.com', 'lillian-edmundsylgqywstxi.tk.', 'lillian-edmundsylgqywstxi.tk', 'combo', '195.20.43.79')
(u'edmunds.com', 'emunds.com.', 'emunds.com', u'typo', '151.101.192.204')
(u'edmunds.com', 'edmuns.com.', 'edmuns.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'edjunds.com.', 'edjunds.com', u'typo', '151.101.0.204')
(u'edmunds.com', 'edumnds.com.', 'edumnds.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'edmunds-live-traffic.com.', 'edmunds-live-traffic.com', 'combo', '208.91.197.27')
(u'edmunds.com', 'edmiunds.com.', 'edmiunds.com', u'typo', '85.159.233.55')
(u'edmunds.com', 'edmund.me.uk.', 'edmund.me.uk', u'typo', '213.171.195.105')
(u'edmunds.com', 'edmunss.com.', 'edmunss.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'etmunds.com.', 'etmunds.com', u'bits', '151.101.64.204')
(u'edmunds.com', 'edmundss.com.', 'edmundss.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'edmundds.com.', 'edmundds.com', u'typo', '67.227.226.241')
(u'edmunds.com', 'edmundse.com.', 'edmundse.com', u'typo', '151.101.192.204')
(u'edmunds.com', 'edmundd.com.', 'edmundd.com', u'typo', '151.101.0.204')
(u'edmunds.com', 'stedmunds-guesthouse.co.uk.', 'stedmunds-guesthouse.co.uk', 'combo', '217.160.230.248')
(u'edmunds.com', 'dealer-edmunds.com.', 'dealer-edmunds.com', 'combo', '151.101.192.204')
(u'edmunds.com', 'edmujds.com.', 'edmujds.com', u'bits', '151.101.0.204')
(u'edmunds.com', 'emunds.com.', 'emunds.com', u'typo', '151.101.0.204')
(u'edmunds.com', 'edmundz.com.', 'edmundz.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'edkunds.com.', 'edkunds.com', u'typo', '151.101.64.204')
(u'edmunds.com', 'esdmunds.com.', 'esdmunds.com', u'typo', '174.137.132.42')
(u'edmunds.com', 'edmund.com.cn.', 'edmund.com.cn', u'typo', '218.244.128.242')
(u'edmunds.com', 'edmund.no.', 'edmund.no', u'typo', '194.63.248.65')
(u'edmunds.com', 'sharon-edmunds.com.', 'sharon-edmunds.com', 'combo', '216.239.38.21')
(u'edmunds.com', 'culliford-edmunds.com.', 'culliford-edmunds.com', 'combo', '217.160.233.131')
(u'edmunds.com', 'edmund.ltd.', 'edmund.ltd', u'typo', '82.165.39.63')
(u'edmunds.com', 'udmunds.com.', 'udmunds.com', u'homo', '95.211.219.66')
(u'edmunds.com', 'edmunds.ca.', 'edmunds.ca', 'wrongTLD', '162.210.196.168')
(u'edmunds.com', 'edmonds.wa.us.', 'edmonds.wa.us', u'homo', '74.112.48.10')
(u'edmunds.com', 'jones-edmunds.com.', 'jones-edmunds.com', 'combo', '96.31.35.19')
(u'edmunds.com', 'edmnunds.com.', 'edmnunds.com', u'typo', '54.72.9.51')
(u'edmunds.com', 'ednunds.com.', 'ednunds.com', u'homo', '208.73.211.177')
(u'edmunds.com', 'edm8nds.com.', 'edm8nds.com', u'typo', '151.101.192.204')
(u'edmunds.com', 'edmonds.wa.us.', 'edmonds.wa.us', u'homo', '74.112.48.11')
(u'edmunds.com', 'edmundse.com.', 'edmundse.com', u'typo', '151.101.0.204')
(u'edmunds.com', 'bibliotheque-edmundston.ca.', 'bibliotheque-edmundston.ca', 'combo', '192.99.169.239')
(u'edmunds.com', 'edkunds.com.', 'edkunds.com', u'typo', '151.101.0.204')
(u'edmunds.com', 'edmundc.com.', 'edmundc.com', u'bits', '151.101.192.204')
(u'edmunds.com', 'edmends.com.', 'edmends.com', u'homo', '151.101.192.204')
(u'edmunds.com', 'edmunds-inc.net.', 'edmunds-inc.net', 'combo', '31.11.34.135')
(u'edmunds.com', 'edmundr.com.', 'edmundr.com', u'bits', '169.55.132.217')
(u'edmunds.com', 'saint-edmunds.org.', 'saint-edmunds.org', 'combo', '50.63.49.1')
(u'edmunds.com', 'dealer-edmunds.com.', 'dealer-edmunds.com', 'combo', '151.101.0.204')
(u'edmunds.com', 'edmunds-support.com.', 'edmunds-support.com', 'combo', '1.2.3.4')
(u'edmunds.com', 'edmunds.ca.', 'edmunds.ca', 'wrongTLD', '199.115.116.216')
(u'edmunds.com', 'edm8unds.com.', 'edm8unds.com', u'typo', '52.86.163.26')
(u'edmunds.com', 'neptunebury-st-edmunds.com.', 'neptunebury-st-edmunds.com', 'combo', '86.188.230.167')
(u'edmunds.com', 'edmund.com.', 'edmund.com', u'typo', '151.101.64.204')
(u'edmunds.com', 'edmunds-eng.com.', 'edmunds-eng.com', 'combo', '104.18.43.248')
(u'edmunds.com', 'edmund.com.', 'edmund.com', u'typo', '151.101.192.204')
(u'edmunds.com', 'chloe-edmundsij321r9ifch.tk.', 'chloe-edmundsij321r9ifch.tk', 'combo', '195.20.47.114')
(u'edmunds.com', 'edmands.com.', 'edmands.com', u'homo', '185.53.178.7')
(u'edmunds.com', 'edmund.co.uk.', 'edmund.co.uk', u'typo', '23.102.31.233')
(u'edmunds.com', 'edm8nds.com.', 'edm8nds.com', u'typo', '151.101.0.204')
(u'edmunds.com', 'edmunds.com.cn.', 'edmunds.com.cn', 'wrongTLD', '103.232.215.138')
(u'edmunds.com', 'edmends.com.', 'edmends.com', u'homo', '151.101.0.204')
(u'edmunds.com', 'edmundc.com.', 'edmundc.com', u'bits', '151.101.0.204')
(u'edmunds.com', 'edmundsd.com.', 'edmundsd.com', u'typo', '151.101.192.204')
(u'edmunds.com', 'udmunds.com.', 'udmunds.com', u'homo', '69.162.80.54')
(u'edmunds.com', 'edmonds.computer.', 'edmonds.computer', u'homo', '198.154.243.112')
(u'edmunds.com', 'udmunds.com.', 'udmunds.com', u'homo', '69.162.80.55')
(u'edmunds.com', 'edmonds.com.mx.', 'edmonds.com.mx', u'homo', '184.107.235.202')
(u'edmunds.com', 'edpmunds.com.', 'edpmunds.com', u'typo', '151.101.192.204')
(u'edmunds.com', 'edmuunds.com.', 'edmuunds.com', u'typo', '151.101.192.204')
(u'edmunds.com', 'edmund.com.', 'edmund.com', u'typo', '151.101.0.204')
(u'edmunds.com', 'edmonds.ns.ca.', 'edmonds.ns.ca', u'homo', '192.99.101.84')
(u'edmunds.com', 'edjunds.ws.', 'edjunds.ws', u'typo', '64.70.19.203')
(u'edmunds.com', 'edmundsa.com.', 'edmundsa.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'edmyunds.com.', 'edmyunds.com', u'typo', '151.101.128.204')
(u'edmunds.com', 'bury-st-edmunds.co.uk.', 'bury-st-edmunds.co.uk', 'combo', '52.16.25.241')
(u'edmunds.com', 'edmunds-family.org.', 'edmunds-family.org', 'combo', '74.208.236.51')
(u'edmunds.com', 'udmunds.com.', 'udmunds.com', u'homo', '69.162.80.59')
(u'edmunds.com', 'edmund.eu.', 'edmund.eu', u'typo', '109.106.167.8')
(u'edmunds.com', 'exmunds.com.', 'exmunds.com', u'typo', '151.101.64.204')
(u'edmunds.com', 'edmundsd.com.', 'edmundsd.com', u'typo', '151.101.0.204')
(u'edmunds.com', 'edmonds.com.', 'edmonds.com', u'homo', '205.178.189.131')
(u'edmunds.com', 'pippa-edmunds6xj9pde9dsbcg.tk.', 'pippa-edmunds6xj9pde9dsbcg.tk', 'combo', '195.20.41.241')
(u'edmunds.com', 'edpmunds.com.', 'edpmunds.com', u'typo', '151.101.0.204')
(u'edmunds.com', 'edmundsl.com.', 'edmundsl.com', u'typo', '209.15.13.134')
(u'edmunds.com', 'burystedmunds-jobs.co.uk.', 'burystedmunds-jobs.co.uk', 'combo', '87.117.194.57')
