(u'consumerreports.org', 'coonsumerreports.org.', 'coonsumerreports.org', u'typo', '216.157.88.22')
(u'consumerreports.org', 'consuerreports.org.', 'consuerreports.org', u'typo', '72.52.4.122')
(u'consumerreports.org', 'consmuerreports.org.', 'consmuerreports.org', u'typo', '185.53.179.7')
(u'consumerreports.org', 'consumerrerorts.org.', 'consumerrerorts.org', u'bits', '216.157.88.26')
(u'consumerreports.org', 'conssumerreports.org.', 'conssumerreports.org', u'typo', '37.48.65.143')
(u'consumerreports.org', 'coonsumerreports.org.', 'coonsumerreports.org', u'typo', '216.157.88.24')
(u'consumerreports.org', 'consumerrepoirts.org.', 'consumerrepoirts.org', u'typo', '141.8.224.93')
(u'consumerreports.org', 'consumerreports-credit.com.', 'consumerreports-credit.com', 'combo', '50.63.202.51')
(u'consumerreports.org', 'conssumerreports.org.', 'conssumerreports.org', u'typo', '37.48.65.145')
(u'consumerreports.org', 'consumerreport.co.za.', 'consumerreport.co.za', u'typo', '197.221.12.142')
(u'consumerreports.org', 'consumerrrports.org.', 'consumerrrports.org', u'typo', '216.157.88.26')
(u'consumerreports.org', 'consumerreport.email.', 'consumerreport.email', u'typo', '69.64.147.10')
(u'consumerreports.org', 'consumerrepotrs.com.', 'consumerrepotrs.com', u'typo', '208.73.211.165')
(u'consumerreports.org', 'xonsumerreports.org.', 'xonsumerreports.org', u'typo', '185.53.178.6')
(u'consumerreports.org', 'condumerreports.org.', 'condumerreports.org', u'typo', '54.72.9.51')
(u'consumerreports.org', 'consumerreports-online.org.', 'consumerreports-online.org', 'combo', '184.168.221.71')
(u'consumerreports.org', 'consumerrfeports.org.', 'consumerrfeports.org', u'typo', '185.53.178.8')
(u'consumerreports.org', 'cosumerreports.com.', 'cosumerreports.com', u'typo', '199.59.242.150')
(u'consumerreports.org', 'conssumerreports.com.', 'conssumerreports.com', u'typo', '37.48.65.145')
(u'consumerreports.org', 'consumerreport.net.', 'consumerreport.net', u'typo', '69.64.147.35')
(u'consumerreports.org', 'consumerrepprts.org.', 'consumerrepprts.org', u'typo', '37.48.65.143')
(u'consumerreports.org', 'consumperreports.com.', 'consumperreports.com', u'typo', '146.148.34.125')
(u'consumerreports.org', 'consumerrepotrs.org.', 'consumerrepotrs.org', u'typo', '208.91.196.152')
(u'consumerreports.org', 'consumerrepprts.org.', 'consumerrepprts.org', u'typo', '37.48.65.145')
(u'consumerreports.org', 'consumrereports.com.', 'consumrereports.com', u'typo', '208.91.196.152')
(u'consumerreports.org', 'consumerreportts.org.', 'consumerreportts.org', u'typo', '72.52.179.175')
(u'consumerreports.org', 'conumerreports.com.', 'conumerreports.com', u'typo', '95.211.219.66')
(u'consumerreports.org', 'consumerreorts.org.', 'consumerreorts.org', u'typo', '208.73.211.177')
(u'consumerreports.org', 'conumerreports.com.', 'conumerreports.com', u'typo', '95.211.219.67')
(u'consumerreports.org', 'consumerereports.com.', 'consumerereports.com', u'typo', '103.224.212.244')
(u'consumerreports.org', 'consumerreposts.com.', 'consumerreposts.com', u'bits', '185.53.177.20')
(u'consumerreports.org', 'consumerrwports.org.', 'consumerrwports.org', u'typo', '185.53.178.6')
(u'consumerreports.org', 'consumerrepots.com.', 'consumerrepots.com', u'typo', '208.73.210.217')
(u'consumerreports.org', 'concumerreports.com.', 'concumerreports.com', u'bits', '69.172.201.153')
(u'consumerreports.org', 'consumerreport.de.', 'consumerreport.de', u'typo', '54.72.9.51')
(u'consumerreports.org', 'consumer-reports.name.', 'consumer-reports.name', u'typo', '72.52.10.14')
(u'consumerreports.org', 'consumerseports.com.', 'consumerseports.com', u'bits', '37.48.65.148')
(u'consumerreports.org', 'consuerreports.com.', 'consuerreports.com', u'typo', '208.91.196.152')
(u'consumerreports.org', 'consumerreportrs.org.', 'consumerreportrs.org', u'typo', '37.48.65.136')
(u'consumerreports.org', 'consumerrerorts.org.', 'consumerrerorts.org', u'bits', '37.48.65.145')
(u'consumerreports.org', 'consumeereports.org.', 'consumeereports.org', u'typo', '185.53.178.6')
(u'consumerreports.org', 'coonsumerreports.org.', 'coonsumerreports.org', u'typo', '37.48.65.143')
